Date,Temperature_C,Temperature_Min_C,Feels_Like_C,Rainfall_mm,Humidity_Percent,Weather_Condition,Season,UV_Index,Wind_Speed_kmph,Air_Quality_Index,Dew_Point_C,Visibility_km
2022-05-26,39.5,17.3,38.1,0.0,29.4,Clear,Summer,2.7,5.5,92,14.6,10.1
2022-05-27,38.8,24.6,39.3,0.0,25.0,Clear,Summer,3.8,29.9,56,23.2,14.9
2022-05-28,35.0,25.6,33.8,0.0,29.5,Clear,Summer,6.2,80.0,158,22.2,14.6
29/05/2022,39.4,21.7,38.4,3.8,28.0,Clear,Summer,4.4,24.0,50,17.7,12.8
30/05/2022,38.0,27.8,34.8,0.0,29.9,Clear,Summer,10.1,34.4,104,25.0,13.2
2022-05-31,36.2,19.0,36.2,0.0,36.5,Clear,Summer,10.0,6.1,104,15.0,15.0
01/06/2022,31.5,24.5,30.3,0.0,25.0,Clear,Monsoon,7.8,15.7,130,21.4,12.8
"June 02, 2022",36.3,24.3,37.1,9.1,28.6,Rain,Monsoon,8.4,6.8,115,21.6,12.1
2022-06-03,36.9,26.8,35.9,0.0,42.6,Clear,Monsoon,11.0,32.3,50,23.5,13.9
2022-06-04,30.4,26.0,31.8,0.0,25.0,Clear,Monsoon,8.8,15.2,89,21.9,14.7
"June 05, 2022",32.9,23.3,32.3,0.0,27.5,Clear,Monsoon,9.9,9.0,72,19.3,8.0
"June 06, 2022",37.7,27.1,39.6,2.6,35.3,Clear,Monsoon,5.8,18.5,50,22.4,14.4
"June 07, 2022",34.9,20.6,34.2,0.0,30.8,Clear,Monsoon,9.1,10.7,124,17.3,13.8
2022-06-08,34.6,27.7,32.8,0.0,33.8,Clear,Monsoon,6.1,16.6,78,23.2,14.7
"June 09, 2022",30.2,24.8,28.4,0.0,46.0,Clear,Monsoon,6.0,6.2,54,21.6,14.4
"June 10, 2022",35.5,38.05509045449243,34.5,2.5,42.1,Clear,Monsoon,11.0,28.6,71,23.2,14.0
2022-06-11,30.4,25.6,30.0,1.2,25.0,Clear,Monsoon,4.9,8.5,91,21.2,14.2
2022-06-12,31.9,28.4,34.7,0.0,31.0,Clear,Monsoon,5.4,31.6,86,26.3,12.8
2022-06-13,35.9,23.3,33.6,4.8,31.5,Clear,Monsoon,8.2,5.4,61,20.9,13.9
2022-06-14,36.1,24.9,33.1,0.0,29.4,Clear,Monsoon,6.9,14.9,163,20.4,14.7
2022-06-15,32.6,27.4,33.2,0.7,38.2,Clear,Monsoon,2.9,20.3,50,24.8,11.4
2022-06-16,27.5,25.5,28.8,0.8,37.2,Clear,Monsoon,6.9,6.3,84,24.2,13.7
2022-06-17,37.7,25.3,40.4,65.7,78.3,Heavy_Rain,Monsoon,3.8,10.5,128,23.1,0.7
18/06/2022,30.3,28.0,34.0,79.1,85.8,Heavy_Rain,Monsoon,4.0,5.9,52,26.2,0.5
2022-06-19,37.6,24.6,38.6,23.6,40.1,Rain,Monsoon,6.7,46.3,83,22.7,9.8
2022-06-20,38.6,22.2,40.4,3.3,35.5,Clear,Monsoon,,25.2,50,20.9,13.3
2022-06-21,32.9,21.7,34.8,0.0,37.2,Clear,Monsoon,2.3,20.9,50,20.5,14.8
2022-06-22,35.4,21.8,33.5,0.0,26.9,Clear,Monsoon,4.9,29.3,115,20.6,14.6
23/06/2022,32.8,23.1,31.2,0.0,36.2,Clear,Monsoon,10.6,31.7,87,20.7,12.7
24/06/2022,34.4,27.4,30.2,0.0,27.9,Clear,Monsoon,3.4,12.3,84,25.6,14.1
2022-06-25,29.0,27.0,31.1,52.7,68.3,Heavy_Rain,Winter,7.5,6.9,50,24.2,3.0
"June 26, 2022",40.0,26.8,45.0,64.2,90.2,Heavy_Rain,Monsoon,3.9,12.0,84,24.2,0.5
2022-06-27,35.5,23.8,33.4,0.0,25.0,Clear,Monsoon,,12.7,124,21.2,14.8
"June 28, 2022",34.4,25.5,34.4,0.0,40.7,Clear,Monsoon,5.9,36.2,105,,13.3
"June 29, 2022",31.5,23.5,36.2,84.1,96.7,Heavy_Rain,Monsoon,6.5,8.5,109,20.4,0.5
2022-06-30,36.1,22.8,35.6,28.3,52.4,Rainy,Monsoon,3.5,16.3,51,19.9,8.9
01/07/2022,32.1,26.9,30.7,4.8,30.0,Clear,Monsoon,7.6,18.6,50,25.6,11.9
2022-07-02,34.5,22.7,31.1,0.2,35.0,Clear,Monsoon,7.1,61.5,107,19.9,14.4
2022-07-03,34.7,23.9,34.0,0.0,25.0,Clear,Monsoon,2.4,6.5,83,20.3,14.0
2022-07-04,33.6,26.7,34.9,0.0,40.6,Clear,Monsoon,9.0,12.5,69,22.1,14.5
"July 05, 2022",24.9,22.9,21.6,0.0,25.0,Clear,Monsoon,6.2,86.5,66,21.8,14.5
06/07/2022,35.5,23.7,33.1,12.7,25.0,rain,Monsoon,10.0,65.9,87,19.9,12.1
2022-07-07,34.9,23.1,33.0,0.0,43.4,Clear,Monsoon,5.1,38.7,87,,14.9
2022-07-08,31.6,25.5,33.3,0.0,25.0,Clear,Monsoon,6.3,33.1,75,23.2,14.4
2022-07-09,29.7,25.0,28.4,0.0,41.8,Clear,Monsoon,10.6,20.1,118,23.6,15.0
10/07/2022,37.7,21.2,40.0,43.4,81.1,Heavy_Rain,Monsoon,6.9,63.3,57,17.9,6.2
2022-07-11,39.2,29.6,34.6,0.0,33.1,Clear,Monsoon,7.2,25.8,50,27.9,14.5
"July 12, 2022",34.7,25.9,35.0,0.0,36.0,Clear,Monsoon,10.4,24.7,50,22.8,14.4
"July 13, 2022",30.0,26.1,26.1,13.8,30.0,Rain,Monsoon,4.4,7.5,50,22.8,11.3
"July 14, 2022",33.4,24.8,32.4,39.1,57.0,Heavy_Rain,Monsoon,9.1,19.8,70,19.9,5.9
2022-07-15,35.0,27.3,32.0,0.0,45.7,Clear,Monsoon,8.8,15.9,55,24.1,13.0
2022-07-16,31.5,23.7,32.2,39.7,60.9,Heavy_Rain,Summer,2.1,16.0,63,20.4,6.4
2022-07-17,39.0,25.3,39.9,24.3,47.5,Rain,Monsoon,6.6,27.8,50,20.6,9.0
2022-07-18,30.0,21.7,31.1,12.9,38.6,Rain,Monsoon,4.7,13.0,91,17.1,12.0
2022-07-19,31.1,22.7,26.6,0.0,35.9,Clear,Monsoon,3.7,18.9,92,20.5,14.0
2022-07-20,35.6,23.7,37.2,0.5,38.2,Clear,Monsoon,6.7,7.2,153,19.7,13.4
2022-07-21,38.5,23.2,38.4,0.0,35.6,Clear,Monsoon,3.2,24.4,66,21.6,14.6
2022-07-22,42.4,25.3,41.6,4.4,26.4,Heatwave,Monsoon,9.6,47.7,104,21.6,13.0
2022-07-23,25.9,23.9,25.1,24.6,35.4,Rain,Monsoon,9.2,23.9,178,21.4,9.6
24/07/2022,30.1,26.3,31.8,0.0,31.2,Clear,Monsoon,2.9,29.1,83,22.4,14.1
2022-07-25,38.3,26.0,36.2,2.5,31.8,Clear,Monsoon,,11.1,106,,14.2
2022-07-26,27.7,25.7,26.7,31.4,52.5,Heavy_Rain,Monsoon,14.541379602389167,8.1,90,22.4,8.4
2022-07-27,28.3,25.1,30.5,31.7,53.9,Heavy_Rain,Monsoon,3.0,40.7,77,21.9,8.4
"July 28, 2022",29.6,25.8,28.6,0.0,37.0,Clear,Summer,3.5,9.5,50,23.3,12.8
2022-07-29,37.5,26.3,39.6,31.5,69.7,Heavy_Rain,Monsoon,3.3,13.9,119,25.1,8.6
2022-07-30,30.6,26.3,28.2,1.3,37.5,Clear,Monsoon,4.8,23.4,74,25.1,12.3
2022-07-31,29.9,25.8,29.7,0.8,44.6,Clear,Monsoon,4.9,9.4,125,21.1,13.7
01/08/2022,27.1,25.1,26.0,0.0,26.4,Clear,Monsoon,6.6,6.8,76,21.2,13.2
02/08/2022,36.9,27.4,36.1,0.0,25.0,Clear,Monsoon,6.9,15.2,50,24.1,14.8
2022-08-03,30.0,24.0,30.2,5.5,42.7,RAIN,Monsoon,3.9,7.8,50,,13.9
2022-08-04,36.6,27.2,37.0,29.4,57.0,Rain,Monsoon,6.4,8.9,50,25.2,8.6
2022-08-05,36.1,28.4,38.3,0.0,28.5,Clear,Monsoon,10.1,7.1,72,25.8,14.1
2022-08-06,33.2,25.2,33.2,13.4,30.4,Rain,Monsoon,11.0,11.9,95,20.4,11.4
2022-08-07,31.9,22.7,28.4,0.0,45.2,Clear,Monsoon,10.6,16.0,85,18.6,12.8
08/08/2022,41.4,21.9,42.4,40.5,55.9,Heavy_Rain,Monsoon,7.1,11.2,93,17.0,5.0
2022-08-09,30.9,28.0,36.6,44.1,60.0,Heavy_Rain,Monsoon,,19.6,132,25.8,3.8
2022-08-10,36.6,25.0,35.1,0.0,27.1,Clear,Monsoon,,6.9,50,22.3,13.7
2022-08-11,37.5,24.4,38.4,10.3,46.1,Rain,Monsoon,3.3,48.1,68,20.7,11.4
2022-08-12,28.2,26.2,27.9,36.2,64.1,Heavy_Rain,Monsoon,10.5,25.6,133,22.7,5.3
13/08/2022,36.1,26.4,37.6,0.0,25.0,Clear,Monsoon,2.7,11.1,50,21.8,14.9
14/08/2022,35.2,27.1,36.3,2.9,36.5,Clear,Monsoon,7.4,5.6,65,25.6,13.8
2022-08-15,31.1,27.4,36.5,93.8,98.0,Heavy_Rain,Monsoon,7.8,7.6,157,22.6,0.5
2022-08-16,37.5,26.7,37.0,25.0,49.2,Rain,Monsoon,2.6,15.6,110,22.6,9.9
17/08/2022,32.5,25.0,32.6,0.0,32.3,Clear,Monsoon,9.3,8.9,66,20.0,13.3
2022-08-18,34.8,24.2,32.8,0.9,39.6,Clear,Monsoon,4.2,19.9,103,22.2,14.0
2022-08-19,35.6,26.0,37.4,28.5,50.2,Rain,Monsoon,4.7,12.0,50,23.2,8.8
2022-08-20,34.6,25.1,34.2,5.8,32.5,Rain,Monsoon,10.3,20.0,50,22.6,13.4
"August 21, 2022",32.1,21.4,31.5,4.2,46.7,Clear,Monsoon,4.1,31.7,50,18.3,13.5
"August 22, 2022",36.1,22.8,35.0,11.0,41.7,Rain,Monsoon,9.4,13.0,89,20.8,11.9
"August 23, 2022",32.2,25.6,35.2,35.2,60.8,Heavy_Rain,Monsoon,2.5,12.8,68,22.3,6.5
2022-08-24,32.9,24.2,36.1,16.3,46.9,Rain,Winter,8.2,126.34107929260749,97,21.8,9.3
2022-08-25,30.8,24.4,32.0,0.0,38.0,Clear,Monsoon,7.2,5.5,50,20.2,13.9
2022-08-26,28.0,20.0,34.0,77.3,94.8,Heavy_Rain,Monsoon,5.3,25.1,56,17.1,0.5
2022-08-27,28.0,26.0,27.1,0.0,25.0,Clear,Monsoon,3.9,19.1,135,,12.6
2022-08-28,39.1,26.5,39.8,0.0,37.0,Clear,Monsoon,7.6,19.5,116,24.2,13.0
2022-08-29,27.6,21.3,27.3,0.0,25.0,Clear,Monsoon,5.3,14.1,53,19.9,14.6
30/08/2022,28.6,25.0,28.7,6.2,40.7,Rain,Monsoon,9.6,23.0,78,20.2,13.5
31/08/2022,30.8,22.9,30.5,51.2,77.2,Thunderstorm,Monsoon,4.5,20.2,50,21.3,2.9
2022-09-01,32.3,22.2,28.1,0.0,25.0,Clear,Monsoon,6.8,5.2,50,18.7,14.6
02/09/2022,28.3,25.1,28.1,118.0,98.0,Heavy_Rain,Monsoon,10.1,37.5,65,23.1,0.5
2022-09-03,33.9,22.3,31.8,0.0,45.5,Clear,Monsoon,,14.8,50,19.9,12.7
2022-09-04,34.2,27.9,32.4,0.0,27.9,Clear,Monsoon,,20.0,144,24.3,12.1
2022-09-05,35.3,25.5,32.8,45.5,71.8,Heavy_Rain,Monsoon,9.9,9.8,115,24.4,5.7
2022-09-06,30.2,27.3,31.6,6.5,41.8,RAIN,Monsoon,3.1,15.4,125,22.6,13.4
"September 07, 2022",35.6,21.3,38.1,26.4,49.9,Rain,Monsoon,2.3,8.6,50,,9.2
2022-09-08,30.8,21.4,28.2,11.3,42.9,Rain,Monsoon,10.4,39.7,109,19.5,11.2
2022-09-09,36.3,24.5,39.7,56.5,85.4,Thunderstorm,Monsoon,7.3,18.9,91,20.3,1.8
2022-09-10,37.6,25.7,37.1,0.0,25.0,Clear,Monsoon,5.2,42.1,108,23.2,13.9
11/09/2022,35.4,25.2,35.6,0.0,42.2,Clear,Monsoon,13.847677740889807,10.9,143,21.4,14.4
2022-09-12,36.1,38.67013377623283,35.7,0.0,36.2,Clear,Monsoon,8.3,9.1,67,21.5,14.3
2022-09-13,36.3,23.1,35.9,31.4,65.8,Heavy_Rain,Monsoon,8.2,19.8,80,21.3,8.4
2022-09-14,33.3,21.2,34.6,0.0,29.4,Clear,Monsoon,3.9,13.5,98,17.6,14.4
2022-09-15,33.2,21.6,31.5,0.0,31.4,Clear,Monsoon,4.6,21.3,50,18.8,14.6
"September 16, 2022",36.8,25.5,39.6,200.4,98.0,Heavy_Rain,Monsoon,6.5,8.8,120,24.4,0.5
"September 17, 2022",34.0,27.1,31.3,6.1,27.3,Rain,Monsoon,6.0,24.5,110,23.0,13.7
2022-09-18,34.5,25.4,34.8,17.6,47.5,Rain,Monsoon,7.0,24.8,98,21.0,11.1
"September 19, 2022",32.0,24.0,32.1,3.3,34.0,Clear,Monsoon,,42.3,73,22.5,9.6
"September 20, 2022",32.1,24.4,33.4,7.6,44.1,Rain,Monsoon,2.5,51.5,92,19.6,12.2
2022-09-21,30.9,24.4,30.7,0.0,34.1,Clear,Monsoon,,21.4,64,20.4,14.5
2022-09-22,33.6,27.7,34.1,0.0,29.4,Clear,Monsoon,10.5,14.1,140,24.1,14.7
23/09/2022,38.4,22.6,37.2,0.0,41.6,Clear,Monsoon,5.6,47.5,117,,14.6
"September 24, 2022",38.1,42.183191754429465,35.5,0.0,31.4,Clear,Monsoon,10.0,20.6,50,19.1,12.8
2022-09-25,29.2,23.6,30.6,3.8,35.2,Clear,Monsoon,8.1,21.9,139,19.0,14.2
2022-09-26,27.2,25.2,21.9,6.3,40.2,Rain,Monsoon,,15.9,74,22.8,13.5
2022-09-27,33.4,25.0,31.5,51.6,76.7,Heavy_Rain,Monsoon,8.5,13.7,114,23.9,4.4
"September 28, 2022",32.0,30.0,29.7,1.9,42.4,Clear,Monsoon,11.0,46.5,91,,13.6
2022-09-29,39.0,24.6,36.3,19.1,36.7,Rain,Monsoon,,16.3,125,19.6,10.6
"September 30, 2022",33.2,24.0,31.5,0.0,25.0,Clear,Monsoon,8.8,6.4,122,21.9,14.1
01/10/2022,30.3,19.2,26.8,0.0,25.0,Clear,Post_Monsoon,3.9,47.5,50,17.3,14.3
02/10/2022,29.2,15.6,26.2,0.0,32.1,Clear,Post_Monsoon,3.9,7.6,71,12.0,14.5
"October 03, 2022",36.0,19.6,37.5,0.0,25.0,Clear,Post_Monsoon,3.2,12.1,151,18.0,13.6
04/10/2022,32.7,22.0,33.1,0.0,29.8,Clear,Post_Monsoon,,13.5,62,,14.3
"October 05, 2022",32.3,11.0,29.5,0.0,25.0,Clear,Post_Monsoon,3.0,26.5,52,8.3,14.6
2022-10-06,27.9,14.3,23.8,0.0,33.8,Clear,Post_Monsoon,7.4,39.2,138,11.6,12.8
2022-10-07,31.7,17.2,30.7,0.0,39.0,Clear,Post_Monsoon,3.1,8.6,143,16.0,12.1
2022-10-08,26.5,17.1,23.9,0.0,27.3,Thunderstorm,Post_Monsoon,6.7,19.7,154,13.1,14.9
2022-10-09,30.2,18.5,29.3,13.0,42.2,Rain,Post_Monsoon,3.8,14.5,50,15.5,12.2
2022-10-10,31.3,19.7,30.4,0.0,35.8,Clear,Post_Monsoon,5.0,17.5,68,16.1,14.2
2022-10-11,28.2,16.1,25.0,0.0,25.0,Clear,Post_Monsoon,,17.7,124,13.3,13.8
2022-10-12,32.2,17.9,30.8,0.0,27.3,Clear,Post_Monsoon,10.1,30.7,60,16.3,14.7
13/10/2022,35.7,18.5,29.8,0.0,39.9,Clear,Post_Monsoon,2.4,27.3,50,15.4,14.9
2022-10-14,31.4,14.7,31.6,0.0,25.0,Clear,Post_Monsoon,,12.6,134,10.8,14.5
15/10/2022,26.8,19.8,25.3,0.0,36.0,Clear,Post_Monsoon,4.6,49.8,51,16.2,12.0
2022-10-16,32.6,14.8,30.6,0.0,25.7,Clear,Summer,,7.2,87,12.5,12.5
2022-10-17,23.5,18.3,23.3,0.0,30.5,Clear,Post_Monsoon,7.9,25.8,68,14.7,13.6
18/10/2022,32.4,16.6,35.2,0.0,30.9,Clear,Post_Monsoon,2.9,37.7,99,15.1,13.9
2022-10-19,29.0,18.2,27.6,0.0,27.7,Clear,Post_Monsoon,,19.5,292,16.1,12.6
20/10/2022,27.5,20.6,27.1,0.0,35.2,Clear,Post_Monsoon,8.2,12.4,283,17.8,14.1
2022-10-21,26.6,18.9,31.7,0.0,26.2,Clear,Post_Monsoon,6.2,21.7,210,16.6,14.9
22/10/2022,22.7,20.7,22.7,0.0,32.1,Clear,Post_Monsoon,5.9,19.4,339,19.3,14.9
"October 23, 2022",33.9,21.5,29.2,0.0,34.5,Clear,Post_Monsoon,,19.9,400,19.9,14.8
"October 24, 2022",28.9,23.9,24.1,0.0,25.0,Clear,Post_Monsoon,14.434473371123282,10.0,328,22.9,13.0
2022-10-25,26.6,14.5,29.4,0.0,25.0,Clear,Post_Monsoon,,68.2,283,13.1,13.7
26/10/2022,32.8,12.3,28.8,6.6,39.5,Rain,Post_Monsoon,10.7,15.3,270,9.9,11.9
2022-10-27,27.0,19.5,24.8,0.0,25.0,Clear,Post_Monsoon,2.4,29.9,317,18.0,14.8
2022-10-28,28.0,14.7,27.3,0.0,30.4,Clear,Post_Monsoon,3.9,17.3,385,10.7,14.7
29/10/2022,27.2,16.9,29.7,0.0,33.5,Clear,Post_Monsoon,6.7,21.1,351,15.5,15.0
2022-10-30,30.1,20.7,32.0,0.0,26.2,Clear,Post_Monsoon,8.3,25.2,50,15.9,12.7
31/10/2022,27.6,16.9,25.0,16.9,44.0,Rain,Post_Monsoon,,102.5,91,12.9,11.2
2022-11-01,30.5,18.0,26.6,0.0,25.0,Clear,Post_Monsoon,,23.6,103,16.4,14.2
"November 02, 2022",26.4,15.7,24.5,0.0,43.0,Clear,Post_Monsoon,2.4,43.4,82,12.2,14.9
2022-11-03,33.2,11.4,34.9,0.0,40.0,Clear,Post_Monsoon,9.9,21.4,124,8.1,13.8
2022-11-04,27.0,14.0,26.3,0.0,25.0,Clear,Post_Monsoon,6.2,9.2,65,12.3,14.4
2022-11-05,29.6,20.8,27.2,0.0,28.6,Clear,Post_Monsoon,4.7,11.1,114,,13.2
2022-11-06,30.6,20.8,28.4,0.0,25.3,Clear,Post_Monsoon,6.1,5.5,133,17.0,13.3
07/11/2022,28.6,23.0,30.9,0.0,32.1,Clear,Post_Monsoon,2.2,7.7,98,18.1,14.2
"November 08, 2022",28.4,14.0,28.8,0.0,45.2,Clear,Post_Monsoon,,15.1,72,9.4,14.4
"November 09, 2022",27.3,20.5,26.7,0.0,32.4,Clear,Post_Monsoon,6.7,28.2,92,16.3,15.0
2022-11-10,33.4,16.8,29.4,0.0,37.2,Clear,Post_Monsoon,8.7,15.5,84,15.6,13.5
"November 11, 2022",30.7,21.0,31.6,0.0,39.5,Clear,Post_Monsoon,9.6,26.5,105,,14.9
2022-11-12,31.9,13.3,33.4,0.0,33.1,Clear,Post_Monsoon,3.6,10.4,111,8.5,14.5
2022-11-13,32.5,19.2,32.4,0.0,26.6,Clear,Post_Monsoon,6.1,17.2,50,16.8,14.2
"November 14, 2022",33.3,15.3,35.1,0.0,32.4,Clear,Post_Monsoon,3.0,7.2,87,13.1,14.7
2022-11-15,30.4,14.0,27.8,0.0,33.4,Clear,Post_Monsoon,,6.5,147,10.6,13.7
2022-11-16,30.5,15.9,34.7,17.6,51.2,Rain,Post_Monsoon,6.4,23.1,70,13.5,11.3
"November 17, 2022",23.9,21.7,22.0,1.9,25.0,Clear,Post_Monsoon,5.5,34.3,99,19.6,12.8
"November 18, 2022",29.6,17.3,29.3,0.0,25.0,Clear,Post_Monsoon,5.7,21.6,63,16.1,5.9
"November 19, 2022",30.7,19.1,32.1,0.0,38.1,Clear,Post_Monsoon,8.0,5.9,196,,13.8
2022-11-20,29.6,14.8,30.4,0.0,25.0,Clear,Post_Monsoon,10.9,48.7,57,12.4,14.7
2022-11-21,31.2,19.9,28.4,0.0,25.0,Clear,Post_Monsoon,7.7,30.1,126,,15.0
2022-11-22,32.1,18.8,30.5,0.0,37.2,Clear,Post_Monsoon,,13.6,64,14.0,14.8
23/11/2022,31.8,15.2,35.0,0.0,38.9,Clear,Post_Monsoon,6.6,20.7,67,13.6,13.7
24/11/2022,32.2,21.8,29.0,0.0,35.3,Clear,Post_Monsoon,7.9,10.9,128,18.1,14.6
"November 25, 2022",30.0,33.07472981186174,32.4,0.0,25.0,Clear,Post_Monsoon,10.9,20.2,50,16.0,14.9
2022-11-26,32.0,22.3,28.6,-1.0,25.8,Clear,Post_Monsoon,5.8,13.8,97,19.6,13.8
2022-11-27,31.2,17.0,30.0,2.0,28.9,Clear,Post_Monsoon,,23.4,57,12.6,12.6
2022-11-28,33.7,21.9,30.7,0.0,28.3,Clear,Post_Monsoon,,11.5,55,17.0,14.3
2022-11-29,25.2,17.2,23.6,0.0,30.1,Clear,Post_Monsoon,5.2,5.4,105,15.6,14.1
2022-11-30,29.1,17.5,27.4,0.0,31.0,Clear,Post_Monsoon,8.0,20.4,85,15.2,14.7
01/12/2022,10.3,6.0,9.5,0.0,25.0,Cloudy,Winter,7.8,14.6,76,1.4,14.9
"December 02, 2022",8.6,6.6,4.0,0.0,29.4,Cloudy,Winter,10.3,40.2,92,5.3,14.8
03/12/2022,17.3,8.5,17.2,0.0,25.0,Clear,Winter,2.4,25.7,50,7.3,12.3
04/12/2022,16.9,5.0,18.5,0.0,33.9,Clear,Winter,3.1,50.9,91,2.6,14.1
"December 05, 2022",13.4,4.0,10.7,0.0,25.0,Cloudy,Winter,9.0,18.7,75,1.4,11.9
2022-12-06,13.4,3.9,10.6,0.0,37.5,Fog,Winter,7.0,7.0,83,0.8,0.8
2022-12-07,20.3,7.8,15.8,0.0,25.0,Clear,Winter,4.2,39.8,146,5.6,14.3
2022-12-08,19.2,7.5,17.9,0.0,25.0,Clear,Winter,,20.1,91,3.7,14.3
09/12/2022,18.0,8.9,19.2,-1.0,25.0,Clear,Winter,10.8,36.9,113,4.0,12.2
2022-12-10,14.4,19.253888494099876,17.8,0.0,51.0,Fog,Winter,5.6,8.7,50,5.5,1.0
2022-12-11,19.2,12.2,17.7,0.0,34.4,Clear,Winter,,22.3,50,,13.9
2022-12-12,21.5,7.6,21.7,0.0,25.0,Clear,Winter,9.3,33.5,59,3.0,14.3
13/12/2022,20.6,8.0,20.2,0.0,36.0,Clear,Winter,8.4,17.9,89,4.3,14.2
2022-12-14,15.9,4.0,16.1,0.0,27.4,Clear,Winter,2.6,27.6,50,0.4,12.8
2022-12-15,23.7,11.5,20.9,0.0,28.1,Clear,Winter,3.4,11.2,124,,13.6
"December 16, 2022",16.3,7.4,14.5,0.0,34.2,Clear,Winter,,28.7,50,,14.7
2022-12-17,22.5,5.7,21.4,0.0,29.9,Clear,Winter,4.5,20.0,50,3.4,12.7
2022-12-18,21.4,8.8,19.2,0.0,28.4,Clear,Winter,2.3,11.2,50,4.0,14.2
2022-12-19,19.7,7.6,20.7,0.0,34.4,Clear,Winter,4.9,17.8,149,,14.1
2022-12-20,17.0,8.4,14.1,0.0,25.0,Clear,Winter,10.2,13.8,88,4.6,12.6
2022-12-21,20.7,6.0,24.1,0.0,25.0,Clear,Winter,10.0,50.2,88,4.8,14.5
"December 22, 2022",15.1,13.1,13.1,0.0,25.0,Clear,Winter,4.2,18.8,105,10.1,14.1
2022-12-23,17.7,11.1,17.5,0.0,33.7,Clear,Winter,8.6,12.7,113,9.5,13.1
"December 24, 2022",25.4,1.2,25.2,0.0,39.7,Clear,Winter,10.0,19.8,53,-2.0,14.2
25/12/2022,28.6,6.6,27.4,0.0,30.7,Clear,Winter,9.8,9.0,111,4.6,13.6
"December 26, 2022",17.7,8.1,19.3,6.2,38.5,Rain,Winter,5.3,8.6,50,6.2,13.4
27/12/2022,20.1,13.4,20.0,0.0,25.0,Clear,Winter,4.1,6.6,50,9.7,14.9
28/12/2022,26.8,6.0,25.9,0.0,38.7,Clear,Winter,,7.1,123,2.0,14.8
2022-12-29,10.9,1.5,8.2,0.0,28.3,Cloudy,Winter,5.2,9.6,57,-3.0,12.7
"December 30, 2022",18.0,11.6,14.2,0.0,32.2,Clear,Winter,7.1,21.8,53,10.1,13.9
2022-12-31,17.5,9.5,12.6,0.0,26.6,Clear,Winter,,106.50032387368276,159,6.6,14.9
01/01/2023,18.0,10.9,15.5,0.0,27.4,Clear,Winter,3.0,15.5,50,9.1,14.0
2023-01-02,16.0,8.6,12.4,0.0,43.6,Clear,Winter,7.9,24.5,50,7.1,12.3
2023-01-03,14.4,10.8,12.7,0.3,25.0,Cloudy,Winter,8.7,17.1,50,7.1,14.4
2023-01-04,12.8,6.0,15.1,0.0,39.6,Cloudy,Winter,9.8,13.8,76,4.7,13.4
2023-01-05,20.0,13.1,17.2,0.0,25.8,Clear,Winter,3.9,6.7,98,,13.7
2023-01-06,16.3,3.0,14.0,0.0,35.1,Clear,Winter,7.1,12.8,88,,15.0
"January 07, 2023",16.3,7.2,15.3,0.0,25.0,Clear,Winter,9.9,11.0,57,5.1,14.7
2023-01-08,21.0,5.1,20.7,0.0,43.8,Clear,Winter,3.8,47.3,67,1.9,14.4
2023-01-09,17.8,11.4,17.9,0.0,32.0,Clear,Winter,,34.9,74,8.1,14.8
2023-01-10,20.4,9.8,23.8,-1.0,30.7,Clear,Winter,7.1,7.5,79,7.5,13.2
11/01/2023,19.2,7.8,15.0,0.0,25.0,Clear,Winter,4.1,32.3,50,5.6,14.6
"January 12, 2023",20.1,4.5,18.8,0.0,25.0,Clear,Winter,14.796530984752227,16.8,83,-0.1,14.0
2023-01-13,21.8,5.4,21.4,0.0,29.2,Clear,Winter,7.7,79.0,50,3.1,14.4
"January 14, 2023",21.2,9.1,19.1,0.0,25.0,Clear,Winter,2.3,13.6,50,7.2,13.9
2023-01-15,10.5,8.5,7.2,0.0,39.5,Fog,Winter,4.9,31.1,78,7.4,0.9
2023-01-16,17.4,8.8,16.6,0.0,32.1,Clear,Winter,3.2,25.0,96,5.7,14.8
2023-01-17,26.7,7.8,24.2,0.0,37.2,Clear,Winter,3.3,16.5,52,5.2,13.2
2023-01-18,22.2,11.9,24.5,0.0,38.2,Clear,Winter,10.1,36.8,50,10.3,14.3
2023-01-19,14.8,6.3,16.8,0.0,29.5,Fog,Post_Monsoon,9.1,24.0,65,3.9,0.6
2023-01-20,12.6,8.8,12.4,0.5,25.4,Fog,Winter,3.2,12.8,129,7.1,0.5
2023-01-21,21.2,9.4,17.4,0.0,25.0,Clear,Winter,10.1,16.4,108,8.3,13.8
"January 22, 2023",25.5,8.6,24.6,0.0,31.8,Clear,Winter,4.1,8.8,79,6.1,13.8
2023-01-23,21.3,10.9,17.7,0.0,40.5,Clear,Winter,7.1,6.4,94,8.5,14.8
2023-01-24,27.1,8.2,27.8,0.0,46.5,Clear,Winter,,8.8,50,4.4,12.5
2023-01-25,21.2,12.7,18.1,0.0,25.1,Clear,Winter,10.0,9.8,86,9.1,12.8
"January 26, 2023",15.7,12.9,15.4,0.0,32.3,Clear,Winter,7.8,5.6,157,10.7,14.7
2023-01-27,20.9,11.2,20.2,0.0,30.6,Clear,Winter,4.4,79.9,71,9.6,14.8
28/01/2023,24.4,11.6,25.2,0.0,25.0,Clear,Winter,5.3,57.0,112,9.0,14.7
2023-01-29,18.2,10.6,16.4,0.0,25.0,Clear,Winter,3.8,11.6,50,9.1,12.4
