Record_ID,Date,Mess_Hall_ID,Day_of_Week,Meal_Type,Menu_Item,Cuisine_Category,Food_Type,Contains_Egg,Contains_Dairy,Protein_Content_Category,Is_Served_On_Separate_Counter,Is_Special_Menu,Food_Prepared_kg,Food_Consumed_kg,Food_Wasted_kg,Waste_Percentage,Cost_Per_Kg_INR,Serving_Size_Per_Student_g,Leftover_Redistribution_kg,Cook_on_Duty,Mess_Supervisor_ID,Preparation_Start_Time,Service_End_Time
OPS-20240224-MH_A-0011,2024-02-24,MH_A,Saturday,Lunch,Sambar Rice,South Indian,Veg,False,False,Low,False,False,115.5,96.58,18.92,16.38,102.01,330.0,10.38,C020,SUP05,0:00 PM,14:30
OPS-20240224-MH_A-0012,"February 24, 2024",MH_A,Saturday,Snacks,Samosa,Street Food,Veg,,False,,False,False,26.33,21.85,4.48,14.96,148.83,243.8,1.99,C018,SUP01,4:30 PM,18:30
OPS-20240224-MH_A-0013,24/02/2024,MH_A,Thirsday,Snacks,Bhel Puri,Street Food,Veg,False,False,Low,False,False,31.17,25.05,6.12,19.62,114.2,288.6,3.37,C002,SUP01,16:30,18:30
OPS-20240224-MH_A-0014,2024-02-24,MH_A,Saturday,Dinner,Prawn Masala,South Indian,Non_Veg,False,False,High,True,False,20.0,15.91,4.09,20.45,419.26,82.6,1.65,C016,SUP01,19:30,10:00 PM
OPS-20240224-MH_A-0015,2024-02-24,MH_A,Saturday,Dinner,Paneer Curry,North Indian,Veg,False,True,High,False,False,100.0,82.12,17.88,17.88,378.54,413.2,7.29,C021,SUP03,1930,10:00 PM
OPS-20240224-MH_A-0016,24/02/2024,MH_A,Saturday,Dinner,Egg Bhurji,North Indian,Egg,True,False,High,True,False,14.11,11.91,2.2,15.6,176.49,58.3,0.81,C023,SUP06,1930,22:00
OPS-20240224-MH_A-0017,24/02/2024,MH_A,Saturday,Dinner,Chana Masala,North Indian,Veg,False,False,High,False,False,100.0,84.66,15.34,15.34,149.65,413.2,5.46,C014,SUP05,19:30,22:00
OPS-20240224-MH_A-0018,"February 24, 2024",MH_A,Saturday,Dinner,Halwa,Sweet-Dessert,Veg,False,True,Low,False,False,100.0,81.73,18.27,18.27,255.1,413.2,2.82,C017,SUP03,1930,22:00
OPS-20240224-MH_A-0019,2024-02-24,MH_A,Saturday,Dinner,Fish Fry,South Indian,Non_Veg,False,False,High,True,False,20.0,15.86,4.14,18.2,353.48,82.6,1.99,C018,SUP06,19:30,22:00
OPS-20240224-MH_A-0020,2024-02-24,MH_A,Saturday,Dinner,Dal Fry,North Indian,Veg,False,False,High,False,False,100.0,80.17,19.83,19.83,119.96,413.2,9.28,C024,SUP05,19:30,2200
OPS-20240224-MH_B-0001,24/02/2024,MH_B,Saturday,Breakfast,Poha,North Indian,Veg,False,False,Low,False,False,58.91,45.8,13.11,22.25,84.77,0.0,3.66,C020,SUP03,06:30,09:00
OPS-20240224-MH_B-0002,2024-02-24,MH_B,Saturday,Breakfast,Coffee,Continental,Veg,False,True,Low,False,False,75.03,65.94,9.09,13.57,78.11,323.4,3.47,C013,SUP05,0630,09:00
OPS-20240224-MH_B-0003,2024-02-24,MH_B,Saturday,Breakfast,Bread-Butter,Continental,Veg,False,True,Low,False,False,56.76,49.92,6.84,12.05,94.28,244.7,2.37,C006,SUP05,6:30 AM,09:00
OPS-20240224-MH_B-0004,2024-02-24,MH_B,Saturday,Breakfast,Boiled Eggs,Continental,Egg,True,False,High,True,False,8.0,6.91,1.09,11.95,143.39,34.5,0.11,C007,,06:30,09:00
OPS-20240224-MH_B-0005,24/02/2024,MH_B,Saturday,Lunch,Khichdi,North Indian,Veg,False,False,Medium,False,False,100.0,85.42,14.58,16.33,89.11,288.2,4.77,C022,,12:00,2:30 PM
OPS-20240224-MH_B-0006,2024-02-24,MH_B,Saturday,lunch,Chicken Masala,North Indian,Non_Veg,False,False,High,True,False,24.49,19.07,5.42,22.13,291.44,70.6,2.6,C024,,1200,1430
OPS-20240224-MH_B-0007,2024-02-24,MH_B,Saturday,Lunch,Egg Fried Rice,Continental,Egg,,False,Medium,True,False,8.26,6.83,1.43,17.3,188.02,23.8,0.45,C021,SUP02,0:00 PM,1430
OPS-20240224-MH_B-0008,2024-02-24,MH_B,Saturday,Lunch,Idli-Sambar,South Indian,Veg,False,False,Medium,False,False,106.96,82.32,24.64,23.04,103.75,308.2,10.2,C008,SUP06,12:00,1430
OPS-20240224-MH_B-0009,2024-02-24,MH_B,Saturday,Lunch,Mutton Curry,North Indian,Non_Veg,False,False,,True,False,26.19,21.88,4.31,14.48,491.73,75.5,1.66,C007,SUP05,12:00,2:30 PM
OPS-20240224-MH_B-0010,2024-02-24,MH_B,Saturday,Lunch,Kadhi Pakoda,North Indian,Veg,False,True,Medium,False,False,100.0,83.01,16.99,14.96,116.85,288.2,5.84,C018,SUP03,0:00 PM,2:30 PM
OPS-20240224-MH_B-0011,2024-02-24,MH_B,Saturday,Lunch,Baingan Bharta,North Indian,Veg,False,False,,False,False,105.58,90.21,15.37,16.31,88.62,304.3,3.94,C022,SUP05,12:00,14:30
OPS-20240224-MH_B-0012,2024-02-24,MH_B,Saturday,Snacks,Upma,South Indian,Veg,False,False,Low,False,False,35.9,31.87,4.03,11.23,92.21,269.9,0.78,C005,SUP01,4:30 PM,18:30
OPS-20240224-MH_B-0013,"February 24, 2024",MH_B,Saturday,Snacks,Bhel Puri,Street Food,Veg,False,False,Low,False,False,31.78,26.93,4.85,13.44,118.44,238.9,2.46,C001,SUP02,1630,18:30
OPS-20240224-MH_B-0014,2024-02-24,MH_B,Saturday,Dinner,Prawn Masala,South Indian,Non_Veg,False,False,High,True,False,20.08,16.18,3.9,17.11,411.43,76.3,2.21,C011,SUP01,19:30,22:00
OPS-20240224-MH_B-0015,24/02/2024,MH_B,Saturday,Dinner,Roti-Sabzi,North Indian,Veg,,False,Low,False,False,100.0,88.5,11.5,11.5,98.36,380.2,4.55,C025,,19:30,22:00
OPS-20240224-MH_B-0016,"February 24, 2024",MH_B,Saturday,Dinner,Egg Bhurji,North Indian,Egg,True,False,High,True,False,8.0,6.73,1.27,15.88,179.86,30.4,0.46,C016,,1930,22:00
OPS-20240224-MH_B-0017,"February 24, 2024",MH_B,Saturday,Dinner,Halwa,Sweet-Dessert,Veg,False,True,Low,False,False,100.0,80.15,19.85,17.47,249.1,380.2,11.13,C007,SUP03,1930,22:00
OPS-20240224-MH_B-0018,2024-02-24,MH_B,Saturday,Dinner,Fish Fry,South Indian,Non_Veg,False,False,High,True,False,20.0,16.66,3.34,16.7,342.09,76.0,1.87,C023,SUP02,19:30,22:00
OPS-20240224-MH_B-0019,"February 24, 2024",MH_B,Saturday,DINNER,Mixed Veg,North Indian,Veg,False,False,Low,False,False,100.0,78.89,21.11,23.65,108.12,380.2,12.28,C019,SUP03,19:30,22:00
OPS-20240224-MH_B-0020,2024-02-24,MH_B,Saturday,dinner,Dal Fry,North Indian,Veg,False,False,High,False,False,100.0,84.48,15.52,15.52,103.83,380.2,3.79,C014,SUP05,19:30,10:00 PM
OPS-20240224-MH_B-0021,2024-02-24,MH_B,Saturday,Dinner,Jain Dal,North Indian,Jain,False,False,Medium,False,False,5.42,5.3,0.12,2.44,129.19,20.6,0.06,C019,SUP03,19:30,22:00
OPS-20240224-MH_G-0001,24/02/2024,MH_G,Saturday,Breakfast,Poha,North Indian,Veg,False,False,Low,False,False,50.0,44.44,5.56,11.12,81.93,370.4,3.12,C010,SUP05,6:30 AM,9:00 AM
OPS-20240224-MH_G-0002,"February 24, 2024",MH_G,Saturday,Breakfast,Dosa,South Indian,Veg,False,False,Low,False,False,50.0,46.67,3.33,6.66,112.41,370.4,1.51,C016,SUP06,06:30,09:00
OPS-20240224-MH_G-0003,24/02/2024,MH_G,Saturday,BREAKFAST,Idli-Sambar,South Indian,Veg,False,False,Medium,False,False,50.0,40.41,9.59,19.18,106.19,370.4,3.27,C008,,06:30,0900
OPS-20240224-MH_G-0004,2024-02-24,MH_G,Saturday,Breakfast,Boiled Eggs,Continental,Egg,True,False,,True,False,8.0,6.74,1.26,13.83,154.48,59.3,0.62,C018,,06:30,0900
OPS-20240224-MH_G-0005,"February 24, 2024",MH_G,Saturday,Lunch,Jain Sabzi,North Indian,Jain,False,False,Low,False,False,8.99,8.53,0.46,5.76,122.92,45.0,0.25,C009,SUP01,12:00,14:30
OPS-20240224-MH_G-0006,24/02/2024,MH_G,Saturday,Lunch,Chicken Masala,North Indian,Non_Veg,False,False,High,True,False,20.0,15.99,4.01,20.07,268.31,100.0,1.69,C025,SUP07,12:00,14:30
OPS-20240224-MH_G-0007,24/02/2024,MH_G,Saturday,Lunch,Chole Bhature,North Indian,VEG,,False,High,False,False,100.0,77.61,22.39,22.39,152.89,500.0,3.1,C014,,12:00,2:30 PM
OPS-20240224-MH_G-0008,"February 24, 2024",MH_G,Saturday,Lunch,Dal Tadka,North Indian,Veg,False,False,High,False,False,100.0,90.68,9.32,9.32,114.43,500.0,4.14,C006,SUP06,0:00 PM,14:30
OPS-20240224-MH_G-0009,2024-02-24,MH_G,Saturday,Lunch,Paneer Curry,North Indian,Veg,False,True,High,False,False,100.0,81.84,18.16,20.34,380.06,500.0,8.31,C019,SUP02,0:00 PM,14:30
OPS-20240224-MH_G-0010,24/02/2024,MH_G,Saturday,Lunch,Egg Curry,North Indian,Egg,True,False,High,True,False,8.0,6.54,1.46,18.23,195.6,40.0,0.81,C006,SUP01,12:00,14:30
OPS-20240224-MH_G-0011,2024-02-24,MH_G,Saturday,Lunch,Mutton Curry,North Indian,Non_Veg,False,False,High,True,False,20.0,15.86,4.14,18.22,513.26,100.0,1.87,C018,SUP01,12:00,14:30
OPS-20240224-MH_G-0012,"February 24, 2024",MH_G,Saturday,Lunch,Sambar Rice,South Indian,Veg,False,False,Low,False,False,100.0,85.41,14.59,14.59,104.67,500.0,3.6,C025,SUP07,0:00 PM,14:30
OPS-20240224-MH_G-0013,"February 24, 2024",MH_G,Saturday,Snacks,Upma,South Indian,Veg,False,False,,False,False,27.74,24.17,3.57,14.4,88.73,289.0,1.1,C022,SUP05,4:30 PM,6:30 PM
OPS-20240224-MH_G-0014,"February 24, 2024",MH_G,Saturday,Snacks,Coffee,Continental,Veg,False,True,Low,False,False,29.96,25.58,4.38,14.63,81.91,312.1,1.37,C021,SUP01,16:30,18:30
OPS-20240224-MH_G-0015,"February 24, 2024",MH_G,Saturday,Dinner,Prawn Masala,South Indian,Non_Veg,False,False,High,True,False,20.0,16.75,3.25,18.22,426.03,105.8,1.87,C019,SUP03,19:30,2200
OPS-20240224-MH_G-0016,2024-02-24,MH_G,Saturday,Dinner,Khichdi,North Indian,Veg,False,False,Medium,False,False,100.0,84.96,15.04,15.04,88.12,529.1,7.61,C020,SUP07,1930,22:00
OPS-20240224-MH_G-0017,2024-02-24,MH_G,Saturday,Dinner,Paneer Curry,North Indian,Veg,False,True,High,False,False,100.0,93.21,6.79,6.79,360.03,529.1,3.32,C025,,7:30 PM,22:00
OPS-20240224-MH_G-0018,2024-02-24,MH_G,Saturday,Dinner,Egg Bhurji,North Indian,Egg,True,False,High,True,False,8.0,6.58,1.42,19.84,177.69,42.3,0.53,C013,SUP01,19:30,22:00
OPS-20240224-MH_G-0019,2024-02-24,MH_G,Saturday,Dinner,Gulab Jamun,Sweet-Dessert,Veg,False,False,Low,False,False,100.0,86.16,13.84,13.84,298.9,529.1,4.13,C016,SUP05,7:30 PM,22:00
OPS-20240224-MH_G-0020,2024-02-24,MH_G,Saturday,Dinner,Fish Fry,South Indian,Non_Veg,False,False,High,True,False,20.0,15.18,4.82,21.2,370.59,105.8,2.2,C001,,7:30 PM,22:00
OPS-20240224-MH_G-0021,2024-02-24,MH_G,Saturday,Dinner,Mixed Veg,North Indian,VEG,False,False,Low,False,False,100.0,86.8,13.2,13.2,105.48,529.1,5.47,C020,,1930,10:00 PM
OPS-20240225-MH_A-0001,2024-02-25,MH_A,Sunday,Breakfast,Rava Idli,South Indian,Veg,False,False,Low,False,True,65.1,53.7,11.4,19.61,108.3,346.3,2.76,C013,SUP07,06:30,09:00
OPS-20240225-MH_A-0002,"February 25, 2024",MH_A,Sunday,Breakfast,Cornflakes,Continental,Veg,False,False,Low,False,True,60.36,48.42,11.94,19.79,106.39,321.1,4.7,C024,,06:30,0900
OPS-20240225-MH_A-0003,2024-02-25,MH_A,Sunday,Breakfast,Egg Bhurji,North Indian,Egg,True,False,High,True,True,9.2,7.49,-16.883085676662372,20.8,196.58,0.0,0.33,C022,SUP03,06:30,09:00
OPS-20240225-MH_A-0004,2024-02-25,MH_A,Sunday,Breakfast,Aloo Paratha,North Indian,Veg,False,False,Low,False,True,57.5,50.33,7.17,12.47,124.04,305.9,1.34,C010,SUP01,6:30 AM,09:00
OPS-20240225-MH_A-0005,"February 25, 2024",MH_A,Sunday,Lunch,Roti-Sabzi,North Indian,VEG,False,False,Low,False,True,119.69,99.59,20.1,14.78,,318.3,7.42,C015,SUP06,12:00,2:30 PM
OPS-20240225-MH_A-0006,2024-02-25,MH_A,Sunday,Lunch,Chicken Masala,North Indian,Non_Veg,False,False,High,True,True,37.99,29.91,8.08,21.28,282.82,101.0,1.33,C025,,1200,1430
OPS-20240225-MH_A-0007,"February 25, 2024",MH_A,Sunday,Lunch,Bisi Bele Bath,South Indian,Veg,False,False,Medium,False,True,118.17,100.03,18.14,15.35,123.54,314.3,8.22,C017,,12:00,14:30
OPS-20240225-MH_A-0008,25/02/2024,MH_A,Sunday,Lunch,Egg Fried Rice,Continental,Egg,True,False,Medium,True,True,10.31,9.07,1.24,13.5,191.48,27.4,0.32,C009,SUP07,12:00,1430
OPS-20240225-MH_A-0009,25/02/2024,MH_A,Sunday,Lunch,Mutton Curry,North Indian,Non_Veg,False,False,High,True,True,33.64,25.18,8.46,28.15,513.02,89.5,4.25,C013,,12:00,14:30
OPS-20240225-MH_A-0010,2024-02-25,MH_A,Sunday,Lunch,Aloo Gobi,North Indian,VEG,False,False,Low,False,True,136.5,120.03,16.47,12.06,111.28,363.0,9.76,C002,,12:00,14:30
OPS-20240225-MH_A-0011,2024-02-25,MH_A,Sunday,Lunch,Dal Fry,North Indian,Veg,False,False,High,False,True,135.48,115.2,20.28,13.17,112.56,360.3,4.96,C018,SUP07,0:00 PM,2:30 PM
OPS-20240225-MH_A-0012,2024-02-25,MH_A,Sunday,Lunch,Jain Dal,North Indian,Jain,False,False,Medium,False,True,10.63,10.19,0.44,4.14,131.86,28.3,0.22,C006,SUP03,0:00 PM,14:30
OPS-20240225-MH_A-0013,"February 25, 2024",MH_A,Sunday,snacks,Upma,South Indian,Veg,False,False,Low,False,True,53.55,46.2,7.35,13.73,93.89,347.7,3.94,C002,SUP06,16:30,6:30 PM
OPS-20240225-MH_A-0014,"February 25, 2024",MH_A,Sunday,Snacks,Tea,Continental,Veg,False,True,Low,False,True,50.59,43.26,7.33,16.22,73.54,328.5,3.45,C004,SUP07,4:30 PM,18:30
OPS-20240225-MH_A-0015,2024-02-25,MH_A,Sunday,Dinner,Prawn Masala,South Indian,Non_Veg,False,False,High,True,True,26.32,22.47,3.85,14.64,418.84,93.3,0.62,C002,SUP07,19:30,22:00
OPS-20240225-MH_A-0016,"February 25, 2024",MH_A,Sunday,Dinner,Khichdi,North Indian,Veg,False,False,Medium,False,True,115.0,95.45,19.55,17.0,85.56,407.8,3.96,C023,SUP02,1930,22:00
OPS-20240225-MH_A-0017,25/02/2024,MH_A,Sunday,Dinner,Roti-Sabzi,North Indian,Veg,False,False,Low,False,True,115.0,102.96,12.04,10.47,100.75,407.8,5.47,C021,,19:30,22:00
OPS-20240225-MH_A-0018,2024-02-25,MH_A,Sunday,Dinner,Dal Tadka,North Indian,Veg,False,False,,False,True,115.0,96.14,18.86,16.4,123.26,407.8,3.33,C002,SUP04,19:30,22:00
OPS-20240225-MH_A-0019,2024-02-25,MH_A,Sunday,Dinner,Egg Bhurji,North Indian,Egg,True,False,High,True,True,10.43,8.21,2.22,21.26,169.86,37.0,0.59,C025,SUP02,19:30,22:00
OPS-20240225-MH_A-0020,2024-02-25,MH_A,Sunday,Dinner,Aloo Gobi,North Indian,Veg,False,False,Low,False,True,115.0,94.4,20.6,15.76,106.65,407.8,4.96,C007,,19:30,22:00
OPS-20240225-MH_A-0021,"February 25, 2024",MH_A,Sunday,Dinner,Fish Fry,South Indian,Non_Veg,False,False,High,True,True,23.77,18.56,5.21,21.9,365.66,84.3,0.93,C014,SUP01,19:30,10:00 PM
OPS-20240225-MH_B-0001,25/02/2024,MH_B,Sunday,Breakfast,Upma,South Indian,Veg,False,False,Low,False,True,77.29,71.86,5.43,7.03,96.0,342.0,2.2,C021,SUP02,06:30,09:00
OPS-20240225-MH_B-0002,"February 25, 2024",MH_B,Sunday,BREAKFAST,Coffee,Continental,Veg,False,True,Low,False,True,79.61,64.7,14.91,18.73,84.05,352.3,2.7,C021,SUP07,06:30,09:00
OPS-20240225-MH_B-0003,2024-02-25,MH_B,Sunday,Breakfast,Egg Bhurji,North Indian,Egg,True,False,High,True,True,9.2,6.32,2.88,27.51,186.6,40.7,1.07,C018,SUP03,06:30,09:00
OPS-20240225-MH_B-0004,2024-02-25,MH_B,Sunday,Breakfast,Rava Idli,South Indian,Veg,False,False,Low,False,True,67.91,56.06,11.85,19.54,106.22,300.5,2.24,C022,SUP01,06:30,09:00
OPS-20240225-MH_B-0005,25/02/2024,MH_B,Sunday,Lunch,Chicken Masala,North Indian,Non_Veg,False,False,High,True,True,32.24,25.58,6.66,20.67,269.02,89.3,3.77,C010,,1200,2:30 PM
OPS-20240225-MH_B-0006,"February 25, 2024",MH_B,Sunday,Lunch,Egg Fried Rice,Continental,Egg,True,False,Medium,True,True,9.88,8.45,1.43,14.47,186.4,27.4,0.36,C008,SUP04,0:00 PM,14:30
OPS-20240225-MH_B-0007,2024-02-25,MH_B,Sunday,Lunch,Chole Bhature,North Indian,Veg,False,False,High,False,True,129.43,114.33,15.1,11.66,159.69,358.5,5.27,C016,SUP05,1200,14:30
OPS-20240225-MH_B-0008,2024-02-25,MH_B,Sunday,LUNCH,Dal Tadka,North Indian,Veg,False,False,High,False,True,122.33,93.59,28.74,26.31,122.8,0.0,6.6,C004,SUP01,12:00,2:30 PM
OPS-20240225-MH_B-0009,25/02/2024,MH_B,Sunday,Lnch,Mutton Curry,North Indian,Non_Veg,False,False,,True,True,27.99,24.04,3.95,12.43,490.04,77.5,1.01,C015,SUP04,12:00,14:30
OPS-20240225-MH_B-0010,2024-02-25,MH_B,Sunday,Lunch,Dosa,South Indian,Veg,False,False,Low,False,True,127.61,108.53,19.08,14.96,118.01,353.5,6.71,C010,SUP02,12:00,14:30
OPS-20240225-MH_B-0011,2024-02-25,MH_B,Sunday,LUNCH,Rajma Rice,North Indian,Veg,False,False,High,False,True,125.75,98.41,27.34,24.35,131.52,348.3,12.0,C013,SUP01,12:00,1430
OPS-20240225-MH_B-0012,2024-02-25,MH_B,Sunday,Snacks,Samosa,Street Food,Veg,False,False,Low,False,True,38.83,32.89,5.94,15.3,127.06,258.9,2.7,C021,SUP01,16:30,1830
OPS-20240225-MH_B-0013,2024-02-25,MH_B,Sunday,Snacks,Coffee,Continental,Veg,False,True,Low,False,True,44.14,38.75,5.39,13.68,83.61,294.3,2.01,C009,,16:30,6:30 PM
OPS-20240225-MH_B-0014,"February 25, 2024",MH_B,Sunday,Dinner,Prawn Masala,South Indian,Non_Veg,False,False,,True,True,24.1,19.68,4.42,18.35,424.49,79.8,0.97,C020,SUP04,1930,10:00 PM
OPS-20240225-MH_B-0015,2024-02-25,MH_B,Sunday,DINNER,Khichdi,North Indian,Veg,False,False,,False,True,115.0,97.63,17.37,13.29,88.52,380.8,9.85,C015,SUP04,19:30,10:00 PM
OPS-20240225-MH_B-0016,2024-02-25,MH_B,Sunday,Dinner,Egg Bhurji,North Indian,Egg,True,False,High,True,True,9.2,7.58,1.62,17.58,174.88,30.5,0.7,C021,SUP07,19:30,22:00
OPS-20240225-MH_B-0017,25/02/2024,MH_B,Sunday,Dinner,Gulab Jamun,Sweet-Dessert,Veg,False,False,Low,False,True,115.0,96.3,18.7,16.26,315.33,380.8,7.05,C005,SUP06,19:30,2200
OPS-20240225-MH_B-0018,2024-02-25,MH_B,Wednessday,Dinner,Palak Paneer,North Indian,Veg,False,True,High,False,True,115.0,90.9,24.1,18.44,391.16,380.8,14.43,C018,SUP01,1930,10:00 PM
OPS-20240225-MH_B-0019,2024-02-25,MH_B,Sunday,DINNER,Halwa,Sweet-Dessert,Veg,False,True,Low,False,True,115.0,93.31,21.69,18.86,232.71,380.8,3.32,C010,SUP07,19:30,10:00 PM
OPS-20240225-MH_B-0020,2024-02-25,MH_B,Sunday,Dinner,Fish Fry,South Indian,Non_Veg,False,False,High,True,True,26.72,21.32,5.4,20.21,357.5,0.0,2.63,C023,,19:30,2200
OPS-20240225-MH_B-0021,"February 25, 2024",MH_B,Sunday,Dinner,Jain Dal,North Indian,Jain,False,False,Medium,False,True,7.61,7.53,0.08,1.0,137.01,25.2,0.02,C023,SUP01,7:30 PM,10:00 PM
OPS-20240225-MH_G-0001,25/02/2024,MH_G,Sunday,breakfast,Coffee,Continental,Veg,False,True,Low,False,True,57.5,48.24,9.26,14.17,85.5,338.2,5.21,C018,SUP01,6:30 AM,09:00
OPS-20240225-MH_G-0002,25/02/2024,MH_G,Sunday,Breakfast,Egg Bhurji,North Indian,Egg,True,False,High,True,True,9.2,7.85,1.35,14.65,174.25,54.1,0.73,C025,SUP07,0630,09:00
OPS-20240225-MH_G-0003,2024-02-25,MH_G,Sunday,Breakfast,Aloo Paratha,North Indian,Veg,False,False,Low,False,True,57.5,47.45,10.05,17.48,117.22,338.2,5.34,C016,SUP02,6:30 AM,09:00
OPS-20240225-MH_G-0004,2024-02-25,MH_G,Sunday,Breakfast,Idli-Sambar,South Indian,Veg,False,False,Medium,False,True,59.97,50.69,9.28,15.48,105.63,352.8,2.88,C005,SUP02,06:30,9:00 AM
OPS-20240225-MH_G-0005,2024-02-25,MH_G,Sunday,Lunch,Chicken Masala,North Indian,Non_Veg,False,False,High,True,True,23.46,20.22,3.24,12.14,283.93,97.3,0.65,C007,SUP06,1200,14:30
OPS-20240225-MH_G-0006,2024-02-25,MH_G,Sunday,Lunch,Chole Bhature,North Indian,Veg,False,False,High,False,True,115.0,100.14,14.86,11.37,159.05,477.2,6.5,C011,,12:00,14:30
OPS-20240225-MH_G-0007,2024-02-25,MH_G,Sunday,Lunch,Dal Tadka,North Indian,Veg,False,False,High,False,True,115.0,107.34,7.66,6.66,,477.2,4.1,C024,SUP04,12:00,14:30
OPS-20240225-MH_G-0008,"February 25, 2024",MH_G,Sunday,Lunch,Egg Curry,North Indian,Egg,True,False,High,True,True,9.2,8.33,0.87,9.49,176.49,38.2,0.24,C024,SUP01,12:00,2:30 PM
OPS-20240225-MH_G-0009,2024-02-25,MH_G,Sunday,Lunch,Mutton Curry,North Indian,Non_Veg,False,False,High,True,True,23.0,20.15,2.85,10.92,517.75,95.4,0.49,C011,SUP01,12:00,2:30 PM
OPS-20240225-MH_G-0010,2024-02-25,MH_G,Sunday,Lunch,Aloo Gobi,North Indian,Veg,False,False,Low,False,True,115.0,106.0,9.0,7.83,97.67,477.2,5.21,C021,SUP07,0:00 PM,14:30
OPS-20240225-MH_G-0011,2024-02-25,MH_G,Thirsday,Lunch,Dal Fry,North Indian,Veg,False,False,High,False,True,115.0,99.92,15.08,13.11,110.44,477.2,3.65,C012,,12:00,14:30
OPS-20240225-MH_G-0012,2024-02-25,MH_G,Sunday,Snacks,Fruit Plate,Continental,Vegan,False,False,Low,False,True,33.11,27.08,6.03,20.4,159.18,301.0,3.25,C022,,1630,18:30
OPS-20240225-MH_G-0013,2024-02-25,MH_G,Sunday,Snacks,Samosa,Street Food,Veg,False,False,Low,False,True,28.75,24.68,4.07,12.45,148.64,261.4,1.33,C015,SUP02,16:30,1830
OPS-20240225-MH_G-0014,25/02/2024,MH_G,Sunday,Dinner,Prawn Masala,South Indian,Non_Veg,False,False,High,True,True,23.0,18.62,4.38,21.34,423.29,110.0,1.95,C004,SUP06,19:30,22:00
OPS-20240225-MH_G-0015,25/02/2024,MH_G,Sunday,Dinner,Dal Tadka,North Indian,Veg,False,False,High,False,True,115.0,98.19,16.81,12.86,117.98,550.2,3.14,C015,SUP07,19:30,22:00
OPS-20240225-MH_G-0016,2024-02-25,MH_G,Sunday,Dinner,Paneer Curry,North Indian,Veg,False,True,High,False,True,115.0,105.52,9.48,8.24,363.73,550.2,5.55,C002,SUP06,19:30,22:00
OPS-20240225-MH_G-0017,2024-02-25,MH_G,Sunday,Dinner,Egg Bhurji,North Indian,Egg,True,False,High,True,True,9.2,7.8,1.4,13.41,170.69,44.0,0.72,C003,SUP01,19:30,22:00
OPS-20240225-MH_G-0018,25/02/2024,MH_G,Sunday,DINNER,Gulab Jamun,Sweet-Dessert,Veg,False,False,Low,False,True,115.0,100.11,14.89,12.94,313.16,550.2,3.56,C025,SUP07,1930,22:00
OPS-20240225-MH_G-0019,2024-02-25,MH_G,Sunday,Dinner,Fish Fry,South Indian,Non_Veg,False,False,High,True,True,23.0,18.91,4.09,17.8,353.67,110.0,0.7,C023,SUP03,19:30,22:00
OPS-20240225-MH_G-0020,25/02/2024,MH_G,Sunday,Dinner,Kadhi Pakoda,North Indian,Veg,False,True,Medium,False,True,115.0,104.32,10.68,9.29,115.44,0.0,2.39,C021,SUP01,1930,22:00
OPS-20240226-MH_A-0001,"February 26, 2024",MH_A,Monday,Breakfast,Rava Idli,South Indian,Veg,False,False,Low,False,False,50.0,38.73,11.27,25.24,106.63,267.4,5.13,C013,SUP02,06:30,09:00
OPS-20240226-MH_A-0002,26/02/2024,MH_A,Monday,Breakfast,Cornflakes,Continental,Veg,False,False,Low,False,False,51.34,42.44,8.9,17.34,100.6,274.5,4.52,C024,SUP04,06:30,09:00
OPS-20240226-MH_A-0003,2024-02-26,MH_A,Monday,Breakfast,Coffee,Continental,Veg,False,True,,False,False,50.0,36.4,13.6,23.93,84.65,267.4,6.77,C003,SUP05,6:30 AM,9:00 AM
OPS-20240226-MH_A-0004,2024-02-26,MH_A,Monday,Breakfast,Egg Bhurji,North Indian,Egg,True,False,High,True,False,8.0,7.05,0.95,11.91,176.67,42.8,0.5,C012,SUP03,06:30,0900
OPS-20240226-MH_A-0005,2024-02-26,MH_A,Monday,Lunch,Jain Sabzi,North Indian,Jain,False,False,Low,False,False,5.0,4.65,0.35,7.07,123.25,13.6,0.12,C010,SUP02,1200,14:30
OPS-20240226-MH_A-0006,26/02/2024,MH_A,Monday,Lunch,Bisi Bele Bath,South Indian,Veg,False,False,Medium,False,False,100.0,90.76,9.24,9.24,121.34,271.7,1.9,C021,SUP03,12:00,14:30
OPS-20240226-MH_A-0007,"February 26, 2024",MH_A,Monday,Lunch,Idli-Sambar,South Indian,Veg,False,False,,False,False,106.77,78.39,28.38,26.58,105.1,290.1,7.1,C005,SUP01,1200,1430
OPS-20240226-MH_A-0008,"February 26, 2024",MH_A,Monday,Lunch,Egg Curry,North Indian,Egg,True,False,High,True,False,8.42,6.43,1.99,23.59,184.62,22.9,0.61,C005,SUP02,12:00,14:30
OPS-20240226-MH_A-0009,26/02/2024,MH_A,Monday,Lunch,Mutton Curry,North Indian,Non_Veg,False,False,High,True,False,29.02,23.55,5.47,16.57,545.4,78.9,1.65,C015,SUP04,12:00,14:30
OPS-20240226-MH_A-0010,2024-02-26,MH_A,Monday,Lunch,Dum Aloo,North Indian,Veg,False,False,Low,False,False,127.66,100.93,26.73,20.94,107.06,346.9,10.06,C024,SUP03,1200,14:30
