Cost_Record_ID,Date,Mess_Hall_ID,Menu_Item,Primary_Ingredient,Ingredient_Quantity_kg,Market_Price_Per_Kg_INR,Total_Ingredient_Cost_INR,Labour_Cost_INR,Fuel_Cost_INR,Total_Cost_INR,Waste_Cost_INR,Supplier_ID,Price_Spike_Flag,Procurement_Method,Batch_Quality_Grade
CR-20240304-MH_G-PURI,2024-03-04,MH_G,Puri-Sabzi,Wheat,15.36,44.62,685.36,689.89,123.14,1498.39,352.22,V04,False,Contract,A
CR-20240304-MH_G-FISH,2024-03-04,MH_G,Fish Fry,Fish,20.71,247.28,5121.17,324.53,,5445.7,908.91,V10,False,Spot_Market,A
CR-20240304-MH_G-CHOL,04/03/2024,MH_G,Chole Bhature,Chickpea,32.86,111.56,3665.86,298.67,,3964.53,885.05,V10,False,Direct_Farm,C
CR-20240304-MH_G-EGG,2024-03-04,MH_G,Egg Curry,Egg,9.97,14.01,139.68,352.27,,491.95,102.69,V12,False,Direct_Farm,A
CR-20240305-MH_A-HALW,2024-03-05,MH_A,Halwa,Semolina,53.39,52.96,2827.53,550.54,261.47,3639.54,1114.57,V08,False,Contract,
CR-20240305-MH_A-FISH,2024-03-05,MH_A,Fish Fry,Fish,27.51,323.43,8897.56,441.92,262.45,9601.93,1922.6,V08,False,Contract,B
CR-20240305-MH_A-KHIC,2024-03-05,MH_A,Khichdi,Rice,38.98,97.45,3798.6,,,3798.6,1256.06,V06,False,Spot_Market,
CR-20240305-MH_B-MIXE,2024-03-05,MH_B,Mixed Veg,Mixed Vegetables,32.96,74.56,2457.5,285.88,209.72,2953.1,352.48,V02,False,Spot_Market,B
CR-20240305-MH_B-CHIC,2024-03-05,MH_B,Chicken Masala,Chicken,10.72,248.24,2661.13,409.48,153.3,3223.91,908.94,V04,False,Contract,A
CR-20240305-MH_B-COFF,05/03/2024,MH_B,Coffee,Coffee Beans,3.84,529.08,2031.67,753.99,112.82,2898.48,610.15,V03,False,Contract,
CR-20240305-MH_G-CORN,2024-03-05,MH_G,Cornflakes,Maize,50.36,67.0,3374.12,,,3374.12,573.71,V10,False,Contract,A
CR-20240305-MH_G-DUM,2024-03-05,MH_G,Dum Aloo,Potato,68.7,45.38,3117.61,246.01,200.82,3564.44,1191.79,V08,False,Contract,A
CR-20240305-MH_G-EGG,2024-03-05,MH_G,Egg Curry,Egg,61.12,8.38,512.19,600.46,141.99,1254.64,213.46,V11,False,Contract,A
CR-20240306-MH_A-ROTI,2024-03-06,MH_A,Roti-Sabzi,Wheat,21.39,50.62,1082.76,568.1,,1650.86,559.47,V11,False,Contract,C
CR-20240306-MH_A-EGG,2024-03-06,MH_A,Egg Bhurji,Egg,21.18,7.5,158.85,476.89,,635.74,90.05,V01,False,Direct_Farm,A
CR-20240306-MH_A-BOIL,"March 06, 2024",MH_A,Boiled Eggs,Egg,-14.402048934957202,13.92,403.26,406.85,,810.11,234.78,V06,False,Contract,C
CR-20240306-MH_A-MIXE,2024-03-06,MH_A,Mixed Veg,Mixed Vegetables,63.43,58.49,3710.02,,,3710.02,1122.53,V02,False,Contract,
CR-20240306-MH_B-MUTT,"March 06, 2024",MH_B,Mutton Curry,Mutton,5.1,679.68,3466.37,669.22,,4135.59,1247.95,V04,False,Spot_Market,B
CR-20240306-MH_B-SAMO,2024-03-06,MH_B,Samosa,Potato,26.62,46.95,1249.81,720.14,129.75,2099.7,526.56,V10,False,Spot_Market,
CR-20240306-MH_B-BOIL,2024-03-06,MH_B,Boiled Eggs,Egg,50.27,8.98,451.42,337.27,255.85,1044.54,287.46,V02,False,Contract,
CR-20240306-MH_B-PURI,2024-03-06,MH_B,Puri-Sabzi,Wheat,34.29,63.8,2187.7,,,2187.7,511.3,V12,False,Contract,A
CR-20240306-MH_G-CHOL,"March 06, 2024",MH_G,Chole Bhature,Chickpea,57.11,116.4,6647.6,384.56,,7032.16,1133.49,V08,False,Contract,
CR-20240306-MH_G-FRUI,06/03/2024,MH_G,Fruit Plate,Fruits,57.35,192.73,11053.07,203.64,295.1,11551.81,2254.78,V09,False,Contract,
CR-20240306-MH_G-POHA,2024-03-06,MH_G,Poha,Flattened Rice,65.55,0.0,4564.9,,104.41,4669.31,1571.78,V12,False,Spot_Market,A
CR-20240306-MH_G-DOSA,"March 06, 2024",MH_G,Dosa,Rice,35.47,88.97,3155.77,630.13,100.32,3886.22,566.82,V05,False,Contract,A
CR-20240307-MH_A-ALOO,"March 07, 2024",MH_A,Aloo Gobi,Potato,59.18,32.02,1894.94,459.59,67.1,2421.63,318.57,V03,False,Contract,A
CR-20240307-MH_A-CHIC,2024-03-07,MH_A,Chicken Biryani,Chicken,5.79,264.91,1533.83,292.92,107.25,1934.0,540.15,V02,False,Spot_Market,A
CR-20240307-MH_A-EGG,2024-03-07,MH_A,Egg Fried Rice,Egg,51.15,9.61,491.55,749.55,279.12,1520.22,288.6,V01,False,Contract,A
CR-20240307-MH_A-FISH,"March 07, 2024",MH_A,Fish Fry,Fish,23.99,267.86,6425.96,269.87,179.75,6875.58,1605.02,V07,False,Spot_Market,A
CR-20240307-MH_A-ROTI,"March 07, 2024",MH_A,Roti-Sabzi,Wheat,33.17,67.6,2242.29,317.07,164.03,2723.39,279.29,V09,False,Spot_Market,A
CR-20240307-MH_B-ALOO,2024-03-07,MH_B,Aloo Dum,Potato,77.65,37.04,2876.16,577.05,121.62,3574.83,407.78,V02,False,Contract,
CR-20240307-MH_B-KADH,"March 07, 2024",MH_B,Kadhi Pakoda,Yogurt,29.95,96.65,2894.67,521.35,296.46,3712.48,720.24,V03,False,Contract,A
CR-20240307-MH_B-SAMB,07/03/2024,MH_B,Sambar Rice,Lentil,58.53,118.43,,,194.95,7126.66,875.49,V08,False,Contract,C
CR-20240307-MH_B-CHIC,2024-03-07,MH_B,Chicken Biryani,Chicken,20.26,322.12,6526.15,729.97,185.58,7441.7,2586.03,V05,False,Spot_Market,B
CR-20240307-MH_B-EGG,07/03/2024,MH_B,Egg Fried Rice,Egg,66.18,12.02,795.48,,162.31,957.79,194.53,V07,False,Contract,A
CR-20240307-MH_G-PANE,"March 07, 2024",MH_G,Paneer Curry,Paneer,36.58,320.94,11739.99,446.16,,12186.15,1326.64,V11,False,Spot_Market,
CR-20240307-MH_G-BISI,"March 07, 2024",MH_G,Bisi Bele Bath,Lentil,19.14,100.86,1930.46,418.83,,2349.29,597.88,V09,False,Contract,A
CR-20240307-MH_G-ALOO,2024-03-07,MH_G,Aloo Gobi,Potato,24.42,51.43,1255.92,366.67,238.5,1861.09,195.83,V05,False,Spot_Market,C
CR-20240307-MH_G-BHEL,07/03/2024,MH_G,Bhel Puri,Puffed Rice,24.62,49.49,1218.44,643.0,299.06,2160.5,577.88,V01,False,Spot_Market,A
CR-20240307-MH_G-EGG,2024-03-07,MH_G,Egg Bhurji,Egg,42.18,11.78,496.88,486.18,144.11,1127.17,155.28,V11,False,Contract,
CR-20240308-MH_A-KHEE,08/03/2024,MH_A,Kheer,Milk,10.83,68.81,745.21,305.41,270.39,1321.01,413.41,V05,False,Spot_Market,C
CR-20240308-MH_A-KEEM,08/03/2024,MH_A,Keema Matar,Mutton,16.37,713.41,11678.52,300.78,190.45,12169.75,3739.14,V03,False,Contract,C
CR-20240308-MH_A-FISH,"March 08, 2024",MH_A,Fish Fry,Fish,13.03,332.68,4334.82,795.15,162.67,5292.64,1362.96,V02,False,Spot_Market,C
CR-20240308-MH_A-ALOO,"March 08, 2024",MH_A,Aloo Gobi,Potato,30.15,47.31,1426.4,,160.26,1586.66,301.68,V03,False,Contract,A
CR-20240308-MH_A-ALOO,"March 08, 2024",MH_A,Aloo Dum,Potato,38.74,54.92,2127.6,,264.21,2391.81,466.45,V01,False,Contract,B
CR-20240308-MH_A-PANE,2024-03-08,MH_A,Paneer Curry,Paneer,49.25,326.52,16081.11,,115.82,16196.93,5473.61,V12,False,Spot_Market,B
CR-20240308-MH_A-DOSA,"March 08, 2024",MH_A,Dosa,Rice,45.9,87.44,4013.5,285.57,282.8,4581.87,1050.17,V04,False,Contract,B
CR-20240308-MH_A-DAL,"March 08, 2024",MH_A,Dal Fry,Dal,59.99,107.13,6426.73,531.1,177.92,7135.75,954.06,V09,False,Contract,C
CR-20240308-MH_B-MUTT,2024-03-08,MH_B,Mutton Curry,Mutton,27.88,728.05,20298.03,282.09,206.99,20787.11,4732.39,V07,False,Contract,A
CR-20240308-MH_B-PRAW,08/03/2024,MH_B,Prawn Masala,Prawn,15.91,556.4,8852.32,487.31,84.06,9423.69,1062.69,V09,False,Contract,B
CR-20240308-MH_B-POHA,2024-03-08,MH_B,Poha,Flattened Rice,23.41,68.0,1591.88,797.2,141.13,2530.21,376.17,V07,False,Spot_Market,
CR-20240308-MH_B-KEEM,2024-03-08,MH_B,Keema Matar,Mutton,5.81,697.85,,776.61,112.32,4943.44,1486.32,V05,False,Spot_Market,C
CR-20240308-MH_B-DAL,2024-03-08,MH_B,Dal Tadka,Dal,47.21,131.83,6223.69,384.28,251.46,6859.43,1159.44,V10,False,Contract,C
CR-20240308-MH_B-CORN,2024-03-08,MH_B,Cornflakes,Maize,51.53,60.68,3126.84,,201.64,3328.48,943.44,V02,False,Spot_Market,A
CR-20240308-MH_B-ALOO,"March 08, 2024",MH_B,Aloo Gobi,Potato,49.11,48.82,2397.55,222.85,97.3,2717.7,828.12,V07,False,Spot_Market,B
CR-20240308-MH_B-ALOO,2024-03-08,MH_B,Aloo Paratha,Potato,12.42,28.86,358.44,250.37,,608.81,168.24,V12,False,Spot_Market,B
CR-20240308-MH_G-UPMA,2024-03-08,MH_G,Upma,Semolina,51.83,73.39,3803.8,707.08,,4510.88,591.46,V07,False,Contract,A
CR-20240308-MH_G-PANE,2024-03-08,MH_G,Paneer Curry,Paneer,14.91,343.95,5128.29,,55.18,5183.47,1669.71,V12,False,Spot_Market,C
CR-20240308-MH_G-CHAN,08/03/2024,MH_G,Chana Masala,Chickpea,36.35,123.08,4473.96,524.59,218.83,5217.38,1696.22,V05,False,Spot_Market,B
CR-20240308-MH_G-TEA,08/03/2024,MH_G,Tea,Tea Leaves,4.42,314.6,1390.53,,227.07,1617.6,237.68,V05,False,Spot_Market,C
CR-20240308-MH_G-ALOO,08/03/2024,MH_G,Aloo Paratha,Potato,-3.452407090198528,38.07,1942.33,,271.42,2213.75,293.38,V03,False,Spot_Market,B
CR-20240308-MH_G-ALOO,"March 08, 2024",MH_G,Aloo Dum,Potato,34.69,25.49,884.25,,244.26,1128.51,290.61,V08,False,Contract,B
CR-20240308-MH_G-KADH,2024-03-08,MH_G,Kadhi Pakoda,Yogurt,6.75,81.0,546.75,312.74,,859.49,255.51,V08,False,Contract,A
CR-20240308-MH_G-VEGE,2024-03-08,MH_G,Vegetable Soup,Mixed Vegetables,71.63,70.41,5043.47,,240.82,5284.29,1258.75,V02,False,Spot_Market,A
CR-20240309-MH_A-GULA,2024-03-09,MH_A,Gulab Jamun,Milk,50.09,74.03,3708.16,660.13,173.38,4541.67,624.68,V03,False,Direct_Farm,B
CR-20240309-MH_A-JAIN,2024-03-09,MH_A,Jain Dal,Dal,60.16,158.04,9507.69,453.57,70.1,10031.36,2445.07,V11,False,Spot_Market,B
CR-20240309-MH_A-KHEE,09/03/2024,MH_A,Kheer,Milk,55.6,65.65,3650.14,712.8,218.54,4581.48,822.04,V09,False,Contract,A
CR-20240309-MH_A-VEGE,2024-03-09,MH_A,Vegetable Soup,Mixed Vegetables,72.68,62.71,4557.76,410.01,241.35,5209.12,732.72,V01,False,Contract,B
CR-20240309-MH_A-BREA,2024-03-09,MH_A,Bread-Omelette,Egg,32.3,11.78,380.49,,,380.49,41.3,V12,False,Spot_Market,C
CR-20240309-MH_B-JAIN,2024-03-09,MH_B,Jain Dal,Dal,42.0,119.46,5017.32,,124.28,5141.6,1299.18,V08,False,Spot_Market,A
CR-20240309-MH_B-PANE,2024-03-09,MH_B,Paneer Curry,Paneer,31.63,437.96,13852.67,518.07,,14370.74,1636.98,V12,False,Contract,
CR-20240309-MH_B-KEEM,2024-03-09,MH_B,Keema Matar,Mutton,12.38,687.11,8506.42,631.31,,9137.73,2492.58,V06,False,Contract,A
CR-20240309-MH_B-FISH,2024-03-09,MH_B,Fish Fry,Fish,26.84,276.72,7427.16,656.17,,8083.33,831.91,V11,False,Contract,A
CR-20240309-MH_B-VEGE,09/03/2024,MH_B,Vegetable Soup,Mixed Vegetables,5.03,66.08,332.38,251.34,286.26,869.98,103.47,V10,False,Contract,B
CR-20240309-MH_G-IDLI,"March 09, 2024",MH_G,Idli-Sambar,Rice,28.17,113.19,3188.56,643.92,94.31,3926.79,1028.37,V06,False,Spot_Market,A
CR-20240309-MH_G-ALOO,2024-03-09,MH_G,Aloo Paratha,Potato,77.42,30.94,2395.37,,77.06,2472.43,612.87,V01,False,Direct_Farm,
CR-20240309-MH_G-DOSA,2024-03-09,MH_G,Dosa,Rice,31.01,83.61,2592.75,357.05,190.92,3140.72,592.68,V02,False,Direct_Farm,B
CR-20240309-MH_G-ROTI,"March 09, 2024",MH_G,Roti-Sabzi,Wheat,18.1,53.34,965.45,522.75,148.3,1636.5,343.64,V08,False,Contract,C
CR-20240309-MH_G-RAJM,09/03/2024,MH_G,Rajma Rice,Rajma,63.66,123.31,7849.91,771.83,97.13,8718.87,1809.21,V06,False,Spot_Market,B
CR-20240310-MH_A-PANE,2024-03-10,MH_A,Paneer Curry,Paneer,53.69,393.82,21144.2,401.19,210.5,21755.89,4044.7,V05,False,Contract,B
CR-20240310-MH_A-POHA,2024-03-10,MH_A,Poha,Flattened Rice,44.0,93.29,4104.76,378.77,124.51,4608.04,565.29,V12,False,Direct_Farm,A
CR-20240310-MH_A-ROTI,2024-03-10,MH_A,Roti-Sabzi,Wheat,14.46,52.82,763.78,650.73,,1414.51,246.8,V04,False,Spot_Market,A
CR-20240310-MH_A-BREA,2024-03-10,MH_A,Bread-Butter,Bread,6.94,78.67,545.97,594.81,104.82,1245.6,316.53,V06,False,Contract,A
CR-20240310-MH_B-KHEE,2024-03-10,MH_B,Kheer,Milk,30.9,66.4,2051.76,426.41,136.08,2614.25,269.05,V02,False,Direct_Farm,C
CR-20240310-MH_B-BREA,2024-03-10,MH_B,Bread-Butter,Bread,51.13,116.53,5958.18,379.4,,6337.58,2184.1,V03,False,Contract,C
CR-20240310-MH_B-MUTT,2024-03-10,MH_B,Mutton Curry,Mutton,9.86,694.55,6848.26,380.33,99.05,7327.64,1403.67,V03,False,Spot_Market,C
CR-20240310-MH_B-BOIL,"March 10, 2024",MH_B,Boiled Eggs,Egg,71.38,9.16,653.84,644.79,,1298.63,372.31,V10,False,Contract,B
CR-20240310-MH_G-PRAW,2024-03-10,MH_G,Prawn Masala,Prawn,9.67,597.97,5782.37,546.0,225.77,6554.14,1147.15,V05,False,Contract,A
CR-20240310-MH_G-EGG,2024-03-10,MH_G,Egg Bhurji,Egg,5.34,11.29,60.29,417.91,299.73,777.93,109.3,V05,False,Contract,C
CR-20240310-MH_G-FRUI,2024-03-10,MH_G,Fruit Plate,Fruits,52.75,185.17,9767.72,,,9767.72,2543.3,V01,False,Spot_Market,A
CR-20240310-MH_G-BOIL,10/03/2024,MH_G,Boiled Eggs,Egg,11.56,8.21,94.91,587.36,272.22,954.49,158.01,V07,False,Contract,A
CR-20240311-MH_A-BREA,"March 11, 2024",MH_A,Bread-Butter,Bread,37.43,98.34,3680.87,667.1,,4347.97,1197.17,V11,False,Spot_Market,A
CR-20240311-MH_A-DUM,2024-03-11,MH_A,Dum Aloo,Potato,15.28,44.71,683.17,789.91,,1473.08,183.28,V12,False,Spot_Market,A
CR-20240311-MH_A-GULA,"March 11, 2024",MH_A,Gulab Jamun,Milk,57.87,81.85,4736.66,681.28,197.81,5615.75,1896.59,V07,False,Direct_Farm,
CR-20240311-MH_A-KHEE,2024-03-11,MH_A,Kheer,Milk,25.13,73.38,1844.04,,220.88,2064.92,276.85,V06,False,Spot_Market,C
CR-20240311-MH_B-SAMO,"March 11, 2024",MH_B,Samosa,Potato,76.74,19.4,1488.76,322.97,,1811.73,534.34,V04,False,Contract,A
CR-20240311-MH_B-BREA,2024-03-11,MH_B,Bread-Butter,Bread,41.56,67.3,2796.99,377.05,,3174.04,560.06,V11,False,Contract,A
CR-20240311-MH_B-CHAN,11/03/2024,MH_B,Chana Masala,Chickpea,56.79,135.71,7706.97,,272.94,7979.91,2516.36,V03,False,Contract,A
CR-20240311-MH_B-MUTT,2024-03-11,MH_B,Mutton Curry,Mutton,25.23,568.24,14336.7,453.44,75.11,14865.25,2630.72,V07,False,Contract,B
CR-20240311-MH_G-BOIL,2024-03-11,MH_G,Boiled Eggs,Egg,77.59,9.92,769.69,749.11,258.64,1777.44,338.09,V12,False,Contract,A
CR-20240311-MH_G-BREA,2024-03-11,MH_G,Bread-Omelette,Egg,55.71,8.28,461.28,255.84,261.63,978.75,158.24,V04,False,Contract,C
CR-20240311-MH_G-DAL,11/03/2024,MH_G,Dal Tadka,Dal,25.49,148.24,3778.64,783.89,263.94,4826.47,1533.41,V06,False,Direct_Farm,A
CR-20240311-MH_G-SAMO,2024-03-11,MH_G,Samosa,Potato,16.46,36.04,593.22,793.14,99.4,1485.76,191.79,V01,False,Contract,A
CR-20240312-MH_A-BREA,2024-03-12,MH_A,Bread-Butter,Bread,25.74,102.72,2644.01,630.99,191.13,3466.13,1009.11,V04,False,Direct_Farm,B
CR-20240312-MH_A-BAIN,2024-03-12,MH_A,Baingan Bharta,Brinjal,36.04,35.91,1294.2,452.45,,1746.65,481.59,V06,False,Contract,B
CR-20240312-MH_A-ALOO,2024-03-12,MH_A,Aloo Gobi,Potato,58.23,23.0,1339.29,610.98,84.5,2034.77,650.55,V11,False,Spot_Market,
CR-20240312-MH_A-FISH,2024-03-12,MH_A,Fish Fry,Fish,27.75,324.17,8995.72,,265.53,9261.25,1461.14,V12,False,Spot_Market,
CR-20240312-MH_B-EGG,"March 12, 2024",MH_B,Egg Fried Rice,Egg,24.69,13.86,342.2,250.88,203.65,796.73,80.57,V12,False,Spot_Market,A
CR-20240312-MH_B-CORN,2024-03-12,MH_B,Cornflakes,Maize,15.92,57.53,915.88,370.08,57.7,1343.66,465.38,V09,False,Spot_Market,B
CR-20240312-MH_B-KEEM,12/03/2024,MH_B,Keema Matar,Mutton,12.55,666.15,8360.18,,156.37,8516.55,1702.38,V03,False,Direct_Farm,B
CR-20240312-MH_B-ALOO,2024-03-12,MH_B,Aloo Gobi,Potato,55.58,34.61,1923.62,544.02,105.23,2572.87,529.88,V08,False,Contract,A
CR-20240312-MH_G-CHAN,2024-03-12,MH_G,Chana Masala,Chickpea,65.6,93.48,6132.29,798.71,,6931.0,2239.35,V03,False,Contract,B
CR-20240312-MH_G-EGG,2024-03-12,MH_G,Egg Curry,Egg,62.94,9.18,577.79,356.25,,934.04,142.87,V02,False,Contract,
CR-20240312-MH_G-PRAW,2024-03-12,MH_G,Prawn Masala,Prawn,26.96,519.2,13997.63,578.47,229.07,14805.17,3126.49,V09,False,Spot_Market,B
CR-20240312-MH_G-KADH,2024-03-12,MH_G,Kadhi Pakoda,Yogurt,74.48,90.98,6776.19,660.12,50.43,7486.74,1680.72,V03,False,Spot_Market,C
CR-20240313-MH_A-ALOO,2024-03-13,MH_A,Aloo Gobi,Potato,30.14,40.43,1218.56,,79.86,1298.42,143.16,V06,False,Spot_Market,
CR-20240313-MH_A-ALOO,"March 13, 2024",MH_A,Aloo Dum,Potato,41.63,53.4,2223.04,635.89,,2858.93,735.89,V05,False,Spot_Market,B
CR-20240313-MH_A-ALOO,13/03/2024,MH_A,Aloo Paratha,Potato,19.22,34.17,656.75,550.27,296.17,1503.19,156.68,V08,False,Spot_Market,C
CR-20240313-MH_A-IDLI,2024-03-13,MH_A,Idli-Sambar,Rice,28.03,89.55,2510.09,293.66,226.42,3030.17,932.13,V04,False,Spot_Market,
CR-20240313-MH_B-DAL,2024-03-13,MH_B,Dal Tadka,Dal,8.2,110.36,904.95,309.61,163.56,1378.12,296.36,V06,False,Spot_Market,B
CR-20240313-MH_B-MUTT,2024-03-13,MH_B,Mutton Curry,Mutton,6.5,575.02,3737.63,307.63,,4045.26,1357.07,V04,False,Contract,B
CR-20240313-MH_B-KHEE,13/03/2024,MH_B,Kheer,Milk,48.83,75.12,3668.11,760.94,,4429.05,1060.33,V12,False,Direct_Farm,
CR-20240313-MH_B-BREA,13/03/2024,MH_B,Bread-Omelette,Egg,51.88,13.59,705.05,,,705.05,197.16,V05,False,Contract,B
CR-20240313-MH_G-BREA,2024-03-13,MH_G,Bread-Butter,Bread,48.8,114.59,5591.99,,172.94,5764.93,1857.26,V05,False,Contract,A
CR-20240313-MH_G-CHAN,2024-03-13,MH_G,Chana Masala,Chickpea,37.02,133.05,4925.51,230.98,78.57,5235.06,868.12,V07,False,Contract,C
CR-20240313-MH_G-SAMO,"March 13, 2024",MH_G,Samosa,Potato,44.6,29.36,1309.46,781.89,124.17,2215.52,277.91,V06,False,Contract,A
CR-20240313-MH_G-MUTT,2024-03-13,MH_G,Mutton Curry,Mutton,25.3,581.07,14701.07,571.46,,15272.53,3078.67,V09,False,Contract,A
CR-20240314-MH_A-FISH,"March 14, 2024",MH_A,Fish Fry,Fish,14.87,473.33,7038.42,,158.19,7196.61,1198.53,V01,False,Spot_Market,A
CR-20240314-MH_A-DAL,"March 14, 2024",MH_A,Dal Fry,Dal,11.21,113.74,1275.03,256.61,113.18,1644.82,327.98,V01,False,Contract,A
CR-20240314-MH_A-CORN,2024-03-14,MH_A,Cornflakes,Maize,38.49,61.29,2359.05,,,2359.05,547.38,V04,False,Contract,B
CR-20240314-MH_A-GULA,"March 14, 2024",MH_A,Gulab Jamun,Milk,-9.267039780575784,70.97,628.08,487.16,188.51,1303.75,365.58,V05,False,Spot_Market,
CR-20240314-MH_B-EGG,2024-03-14,MH_B,Egg Curry,Egg,34.14,13.9,474.55,224.19,234.55,933.29,200.46,V05,False,Spot_Market,A
CR-20240314-MH_B-CORN,2024-03-14,MH_B,Cornflakes,Maize,41.13,59.73,2456.69,712.41,249.57,3418.67,485.4,V05,False,Spot_Market,
CR-20240314-MH_B-SAMB,2024-03-14,MH_B,Sambar Rice,Lentil,49.97,111.84,5588.64,,238.16,5826.8,1517.33,V01,False,Direct_Farm,
CR-20240314-MH_B-BISI,"March 14, 2024",MH_B,Bisi Bele Bath,Lentil,68.48,115.54,7912.18,777.39,137.35,8826.92,968.39,V08,False,Spot_Market,
CR-20240314-MH_G-CHIC,2024-03-14,MH_G,Chicken Biryani,Chicken,23.08,246.47,5688.53,611.02,,6299.55,2129.04,V09,False,Spot_Market,B
CR-20240314-MH_G-ALOO,14/03/2024,MH_G,Aloo Gobi,Potato,19.55,53.63,1048.47,244.55,180.81,1473.83,185.08,V10,False,Spot_Market,A
CR-20240314-MH_G-KADH,2024-03-14,MH_G,Kadhi Pakoda,Yogurt,65.89,76.63,5049.15,777.53,,5826.68,1248.96,V05,False,Spot_Market,A
CR-20240314-MH_G-JAIN,"March 14, 2024",MH_G,Jain Sabzi,Mixed Vegetables,42.62,88.42,3768.46,,232.32,4000.78,885.35,V03,False,Contract,C
CR-20240315-MH_A-MIXE,2024-03-15,MH_A,Mixed Veg,Mixed Vegetables,64.01,50.79,3251.07,476.43,267.92,3995.42,1063.84,V06,False,Contract,
CR-20240315-MH_A-VEGE,2024-03-15,MH_A,Vegetable Soup,Mixed Vegetables,34.76,97.14,3376.59,,223.84,3600.43,1195.06,V02,False,Spot_Market,
CR-20240315-MH_A-CORN,2024-03-15,MH_A,Cornflakes,Maize,24.23,72.8,1763.94,386.52,109.19,2259.65,401.95,V12,False,Contract,A
CR-20240315-MH_A-KHIC,2024-03-15,MH_A,Khichdi,Rice,43.52,114.05,4963.46,344.57,99.11,5407.14,1363.73,V11,False,Spot_Market,C
CR-20240315-MH_A-KADH,"March 15, 2024",MH_A,Kadhi Pakoda,Yogurt,72.9,87.53,6380.94,722.3,,7103.24,1808.91,V08,False,Spot_Market,
CR-20240315-MH_A-PRAW,2024-03-15,MH_A,Prawn Masala,Prawn,13.34,530.53,7077.27,785.67,241.71,8104.65,1362.14,V07,False,Contract,
CR-20240315-MH_B-JAIN,"March 15, 2024",MH_B,Jain Dal,Dal,67.26,121.16,8149.22,244.79,280.68,8674.69,2344.94,V09,False,Contract,A
CR-20240315-MH_B-CHAN,2024-03-15,MH_B,Chana Masala,Chickpea,-3.9748159711687467,126.23,8300.88,,157.09,8457.97,1726.67,V04,False,Direct_Farm,
CR-20240315-MH_B-DOSA,2024-03-15,MH_B,Dosa,Rice,14.65,103.36,1514.22,,,1514.22,261.17,V06,False,Contract,
CR-20240315-MH_B-ALOO,"March 15, 2024",MH_B,Aloo Gobi,Potato,28.0,24.37,682.36,232.06,207.05,1121.47,362.17,V05,False,Contract,A
CR-20240315-MH_B-HALW,15/03/2024,MH_B,Halwa,Semolina,50.31,57.92,2913.96,639.83,,3553.79,545.95,V03,False,Contract,B
CR-20240315-MH_B-MIXE,2024-03-15,MH_B,Mixed Veg,Mixed Vegetables,61.6,93.21,5741.74,323.8,243.48,6309.02,1810.56,V05,False,Spot_Market,C
CR-20240315-MH_G-KHIC,2024-03-15,MH_G,Khichdi,Rice,29.45,81.57,2402.24,494.96,215.16,3112.36,772.07,V04,False,Contract,B
CR-20240315-MH_G-BREA,2024-03-15,MH_G,Bread-Butter,Bread,25.92,76.29,1977.44,684.03,107.19,2768.66,677.83,V05,False,Contract,A
CR-20240315-MH_G-PANE,2024-03-15,MH_G,Paneer Curry,Paneer,32.81,384.62,12619.38,443.22,,13062.6,1989.81,V11,False,Spot_Market,C
CR-20240315-MH_G-DUM,15/03/2024,MH_G,Dum Aloo,Potato,11.7,32.56,380.95,597.21,51.14,1029.3,131.81,V12,False,Direct_Farm,C
CR-20240315-MH_G-JAIN,2024-03-15,MH_G,Jain Dal,Dal,16.71,0.0,2117.32,,,2117.32,701.26,V11,False,Contract,A
CR-20240315-MH_G-ALOO,"March 15, 2024",MH_G,Aloo Gobi,Potato,76.47,30.21,2310.16,,297.6,2607.76,284.49,V03,False,Direct_Farm,
CR-20240316-MH_A-TEA,2024-03-16,MH_A,Tea,Tea Leaves,4.63,470.94,2180.45,383.45,,2563.9,842.81,V11,False,Contract,A
CR-20240316-MH_A-SAMB,2024-03-16,MH_A,Sambar Rice,Lentil,24.92,103.21,2571.99,641.89,67.11,3280.99,760.13,V08,False,Contract,A
CR-20240316-MH_A-MIXE,"March 16, 2024",MH_A,Mixed Veg,Mixed Vegetables,63.6,55.37,3521.53,,209.01,3730.54,503.64,V04,False,Direct_Farm,A
CR-20240316-MH_A-CHOL,2024-03-16,MH_A,Chole Bhature,Chickpea,61.1,111.64,6821.2,488.19,,7309.39,1825.05,V08,False,Spot_Market,
CR-20240316-MH_A-ALOO,"March 16, 2024",MH_A,Aloo Dum,Potato,30.43,52.21,1588.75,237.92,270.91,2097.58,408.84,V10,False,Contract,C
CR-20240316-MH_B-DOSA,16/03/2024,MH_B,Dosa,Rice,7.88,92.87,731.82,721.7,236.7,1690.22,374.98,V06,False,Direct_Farm,C
CR-20240316-MH_B-JAIN,"March 16, 2024",MH_B,Jain Dal,Dal,15.56,134.01,2085.2,271.5,50.61,2407.31,393.46,V02,False,Direct_Farm,A
CR-20240316-MH_B-BAIN,2024-03-16,MH_B,Baingan Bharta,Brinjal,53.15,72.66,3861.88,,93.21,3955.09,481.62,V04,False,Spot_Market,B
CR-20240316-MH_B-GULA,"March 16, 2024",MH_B,Gulab Jamun,Milk,10.2,68.93,703.09,230.75,,933.84,149.06,V12,False,Direct_Farm,B
