Attendance_ID,Date,Mess_Hall_ID,Meal_Type,Total_Registered_Students,Present_For_Meal,Attendance_Percentage,Male_Count,Female_Count,Absentee_Count,Veg_Counter_Count,Non_Veg_Counter_Count,Egg_Counter_Count,Veg_Non_Veg_Ratio,Advance_Menu_Announced,Biometric_Verified,Special_Event_Day,Data_Collection_Method
ATT-20240406-MH_B-BRE,06/04/2024,MH_B,Breakfast,450,187,41.56,187.0,,263,106.0,62.0,19.0,0.567,True,True,False,Manual_Count
ATT-20240406-MH_B-LUN,06/04/2024,MH_B,Lunch,450,285,63.33,285.0,,165,162.0,95.0,28.0,0.568,False,True,False,Manual_Count
ATT-20240406-MH_B-SNA,06/04/2024,MH_B,Snacks,450,141,31.33,141.0,,309,80.0,47.0,14.0,0.567,True,True,False,Manual_Count
ATT-20240406-MH_B-DIN,2024-04-06,MH_B,Dinner,450,276,61.33,276.0,,174,157.0,92.0,27.0,0.569,True,True,False,Biometric
ATT-20240406-MH_G-BRE,2024-04-06,MH_G,Breakfast,300,133,44.33,,133.0,167,95.0,29.0,9.0,0.714,False,True,False,Manual_Count
ATT-20240406-MH_G-LUN,06/04/2024,MH_G,LUNCH,300,203,67.67,,203.0,97,146.0,44.0,13.0,0.719,True,True,False,Biometric
ATT-20240406-MH_G-SNA,06/04/2024,MH_G,Snacks,300,74,24.67,,74.0,226,53.0,16.0,5.0,0.716,True,False,False,Manual_Count
ATT-20240406-MH_G-DIN,2024-04-06,MH_G,Dinner,300,180,60.0,,180.0,120,129.0,39.0,12.0,0.717,True,True,False,Manual_Count
ATT-20240407-MH_A-BRE,07/04/2024,MH_A,Breakfast,450,221,49.11,221.0,,229,125.0,74.0,22.0,0.566,True,True,False,Biometric
ATT-20240407-MH_A-LUN,2024-04-07,MH_A,Lunch,450,282,62.67,282.0,,168,160.0,94.0,28.0,0.567,True,True,False,Manual_Count
ATT-20240407-MH_A-SNA,"April 07, 2024",MH_A,Snacks,450,139,30.89,139.0,,311,79.0,46.0,14.0,0.568,True,False,False,Biometric
ATT-20240407-MH_A-DIN,2024-04-07,MH_A,Dinner,450,222,49.33,222.0,,228,126.0,74.0,22.0,0.568,True,True,False,Biometric
ATT-20240407-MH_B-BRE,2024-04-07,MH_B,Breakfast,450,191,42.44,191.0,,259,108.0,64.0,19.0,0.565,False,True,False,Manual_Count
ATT-20240407-MH_B-LUN,2024-04-07,MH_B,Lunch,450,302,67.11,302.0,,148,172.0,101.0,29.0,0.57,True,True,False,Biometric
ATT-20240407-MH_B-SNA,2024-04-07,MH_B,Snacks,450,128,28.44,128.0,,322,72.0,42.0,14.0,0.562,True,True,False,Manual_Count
ATT-20240407-MH_B-DIN,"April 07, 2024",MH_B,Dinner,450,267,59.33,267.0,,183,152.0,89.0,26.0,0.569,True,True,False,Manual_Count
ATT-20240407-MH_G-BRE,2024-04-07,MH_G,Breakfast,300,152,50.67,,152.0,148,109.0,33.0,10.0,0.717,True,False,False,Manual_Count
ATT-20240407-MH_G-LUN,"April 07, 2024",MH_G,Lunch,300,206,68.67,,206.0,94,148.0,44.0,14.0,0.718,False,True,False,Biometric
ATT-20240407-MH_G-SNA,"April 07, 2024",MH_G,Snacks,300,81,27.0,,81.0,219,58.0,17.0,6.0,0.716,True,False,False,Biometric
ATT-20240407-MH_G-DIN,"April 07, 2024",MH_G,Dinner,300,164,54.67,,164.0,136,118.0,35.0,11.0,0.72,False,True,False,Manual_Count
ATT-20240408-MH_A-BRE,2024-04-08,MH_A,Breakfast,450,244,54.22,244.0,,206,139.0,81.0,24.0,0.57,False,True,False,Biometric
ATT-20240408-MH_A-LUN,2024-04-08,MH_A,Lunch,450,356,79.11,356.0,,94,202.0,119.0,35.0,0.567,False,True,False,Token_System
ATT-20240408-MH_A-SNA,2024-04-08,MH_A,Snacks,450,143,31.78,143.0,,307,81.0,47.0,15.0,0.566,False,True,False,Biometric
ATT-20240408-MH_A-DIN,2024-04-08,MH_A,Dinner,450,296,65.78,296.0,,154,168.0,99.0,29.0,0.568,True,True,False,Biometric
ATT-20240408-MH_B-BRE,2024-04-08,MH_B,Breakfast,450,203,45.11,203.0,,247,115.0,68.0,20.0,0.567,False,True,False,Biometric
ATT-20240408-MH_B-LUN,08/04/2024,MH_B,Lunch,450,336,74.67,336.0,,114,191.0,112.0,33.0,0.568,True,False,False,Biometric
ATT-20240408-MH_B-SNA,2024-04-08,MH_B,Snacks,450,167,37.11,167.0,,283,95.0,56.0,16.0,0.569,True,True,False,Biometric
ATT-20240408-MH_B-DIN,2024-04-08,MH_B,Dinner,450,318,70.67,318.0,,132,181.0,106.0,31.0,0.569,True,True,False,Biometric
ATT-20240408-MH_G-BRE,08/04/2024,MH_G,Breakfast,300,144,48.0,,144.0,156,103.0,31.0,10.0,0.715,True,True,False,Biometric
ATT-20240408-MH_G-LUN,2024-04-08,MH_G,Lunch,300,265,88.33,,265.0,35,190.0,57.0,18.0,0.717,True,True,False,Manual_Count
ATT-20240408-MH_G-SNA,2024-04-08,MH_G,Snacks,300,78,26.0,,78.0,222,56.0,17.0,5.0,0.718,False,True,False,Biometric
ATT-20240408-MH_G-DIN,2024-04-08,MH_G,Dinner,300,235,78.33,,235.0,65,169.0,51.0,15.0,0.719,True,True,False,Biometric
ATT-20240409-MH_A-BRE,"April 09, 2024",MH_A,Breakfast,450,208,46.22,208.0,,242,118.0,69.0,21.0,0.567,False,False,False,Biometric
ATT-20240409-MH_A-LUN,09/04/2024,MH_A,Lunch,450,343,76.22,343.0,,107,195.0,115.0,33.0,0.569,True,True,False,Biometric
ATT-20240409-MH_A-SNA,09/04/2024,MH_A,Snacks,450,175,38.89,175.0,,275,99.0,58.0,18.0,0.566,True,True,False,Biometric
ATT-20240409-MH_A-DIN,2024-04-09,MH_A,Dinner,450,287,63.78,287.0,,163,163.0,96.0,28.0,0.568,True,True,False,Biometric
ATT-20240409-MH_B-BRE,2024-04-09,MH_B,Breakfast,450,209,46.44,209.0,,241,119.0,70.0,20.0,0.569,False,False,False,Manual_Count
ATT-20240409-MH_B-LUN,09/04/2024,MH_B,Lunch,450,337,74.89,337.0,,113,192.0,113.0,32.0,0.57,True,True,False,Biometric
ATT-20240409-MH_B-SNA,"April 09, 2024",MH_B,Snacks,450,177,39.33,177.0,,273,100.0,59.0,18.0,0.565,False,True,False,Token_System
ATT-20240409-MH_B-DIN,2024-04-09,MH_B,Dinner,450,322,71.56,322.0,,128,183.0,107.0,32.0,0.568,True,True,False,Biometric
ATT-20240409-MH_G-BRE,2024-04-09,MH_G,Breakfast,300,183,61.0,,183.0,117,131.0,39.0,13.0,0.716,True,True,False,Biometric
ATT-20240409-MH_G-LUN,09/04/2024,MH_G,Lunch,300,259,86.33,,259.0,41,186.0,56.0,17.0,0.718,False,True,False,Biometric
ATT-20240409-MH_G-SNA,2024-04-09,MH_G,Snacks,300,105,35.0,,105.0,195,75.0,22.0,8.0,0.714,True,True,False,Biometric
ATT-20240409-MH_G-DIN,2024-04-09,MH_G,Dinner,300,252,84.0,,252.0,48,181.0,55.0,16.0,0.718,False,True,False,Manual_Count
ATT-20240410-MH_A-BRE,2024-04-10,MH_A,Breakfast,450,233,51.78,233.0,,217,132.0,78.0,23.0,0.567,True,True,False,Biometric
ATT-20240410-MH_A-LUN,2024-04-10,MH_A,Lunch,450,307,68.22,307.0,,143,174.0,102.0,31.0,0.567,True,True,False,Manual_Count
ATT-20240410-MH_A-SNA,2024-04-10,MH_A,Snacks,450,164,36.44,164.0,,286,93.0,55.0,16.0,0.567,True,True,False,Biometric
ATT-20240410-MH_A-DIN,2024-04-10,MH_A,Dinner,450,308,68.44,308.0,,142,175.0,103.0,30.0,0.568,False,True,False,Biometric
ATT-20240410-MH_B-BRE,2024-04-10,MH_B,Breakfast,450,215,47.78,215.0,,235,122.0,72.0,21.0,0.567,True,False,False,Biometric
ATT-20240410-MH_B-LUN,"April 10, 2024",MH_B,Lnch,450,352,78.22,352.0,,98,200.0,118.0,34.0,0.568,False,True,False,Token_System
ATT-20240410-MH_B-SNA,2024-04-10,MH_B,Snacks,450,171,38.0,171.0,,279,97.0,57.0,17.0,0.567,True,True,False,Biometric
ATT-20240410-MH_B-DIN,"April 10, 2024",MH_B,Dinner,450,331,73.56,331.0,,119,188.0,111.0,32.0,0.568,True,True,False,Biometric
ATT-20240410-MH_G-BRE,10/04/2024,MH_G,Breakfast,300,162,54.0,,162.0,138,116.0,35.0,11.0,0.716,True,True,False,Token_System
ATT-20240410-MH_G-LUN,2024-04-10,MH_G,Lunch,300,258,86.0,,258.0,42,185.0,56.0,17.0,0.717,True,True,False,Biometric
ATT-20240410-MH_G-SNA,10/04/2024,MH_G,Snacks,300,103,34.33,,103.0,197,74.0,22.0,7.0,0.718,False,True,False,Manual_Count
ATT-20240410-MH_G-DIN,2024-04-10,MH_G,Dinner,300,231,77.0,,231.0,69,166.0,50.0,15.0,0.719,True,True,False,Biometric
ATT-20240411-MH_A-BRE,11/04/2024,MH_A,Breakfast,450,154,34.22,154.0,,296,87.0,51.0,16.0,0.565,False,True,False,Manual_Count
ATT-20240411-MH_A-LUN,2024-04-11,MH_A,Lunch,450,313,69.56,313.0,,-12,178.0,104.0,31.0,0.569,False,True,False,Biometric
ATT-20240411-MH_A-SNA,11/04/2024,MH_A,Snacks,450,121,26.89,121.0,,329,68.0,40.0,13.0,0.562,False,False,False,Biometric
ATT-20240411-MH_A-DIN,"April 11, 2024",MH_A,Dinner,450,210,46.67,210.0,,240,119.0,70.0,21.0,0.567,False,True,False,Manual_Count
ATT-20240411-MH_B-BRE,11/04/2024,MH_B,Breakfast,450,153,34.0,153.0,,297,87.0,51.0,15.0,0.569,True,True,False,Biometric
ATT-20240411-MH_B-LUN,2024-04-11,MH_B,Lunch,450,264,58.67,264.0,,186,150.0,88.0,26.0,0.568,False,True,False,Biometric
ATT-20240411-MH_B-SNA,11/04/2024,MH_B,Snacks,450,107,23.78,107.0,,343,60.0,35.0,12.0,0.561,True,True,False,Biometric
ATT-20240411-MH_B-DIN,2024-04-11,MH_B,Dinner,450,279,62.0,279.0,,171,159.0,93.0,27.0,0.57,True,True,False,Manual_Count
ATT-20240411-MH_G-BRE,2024-04-11,MH_G,Breakfast,300,80,26.67,,80.0,220,57.0,17.0,6.0,0.713,True,True,False,Biometric
ATT-20240411-MH_G-LUN,2024-04-11,MH_G,Lunch,300,199,66.33,,199.0,101,143.0,43.0,13.0,0.719,True,True,False,Biometric
ATT-20240411-MH_G-SNA,2024-04-11,MH_G,Snacks,300,85,28.33,,85.0,215,61.0,18.0,6.0,0.718,True,True,False,Manual_Count
ATT-20240411-MH_G-DIN,2024-04-11,MH_G,Dinner,300,186,62.0,,186.0,114,133.0,40.0,13.0,0.715,True,True,False,Biometric
ATT-20240412-MH_A-BRE,2024-04-12,MH_A,Breakfast,450,240,53.33,240.0,,210,136.0,80.0,24.0,0.567,False,True,False,Biometric
ATT-20240412-MH_A-LUN,2024-04-12,MH_A,Lunch,450,362,80.44,362.0,,88,206.0,121.0,35.0,0.569,True,True,False,Token_System
ATT-20240412-MH_A-SNA,12/04/2024,MH_A,Snacks,450,168,37.33,168.0,,282,95.0,56.0,17.0,0.565,True,False,False,Biometric
ATT-20240412-MH_A-DIN,2024-04-12,MH_A,Dinner,450,328,72.89,328.0,,122,149.0,139.0,40.0,0.454,False,True,False,Biometric
ATT-20240412-MH_B-BRE,2024-04-12,MH_B,Breakfast,450,263,58.44,263.0,,187,149.0,88.0,26.0,0.567,False,False,False,Biometric
ATT-20240412-MH_B-LUN,12/04/2024,MH_B,lunch,450,325,72.22,325.0,,125,185.0,109.0,31.0,0.569,False,True,False,Biometric
ATT-20240412-MH_B-SNA,2024-04-12,MH_B,Snacks,450,177,39.33,177.0,,273,100.0,59.0,18.0,0.565,True,False,False,Biometric
ATT-20240412-MH_B-DIN,2024-04-12,MH_B,Dinner,450,367,81.56,367.0,,83,167.0,155.0,45.0,0.455,False,True,False,Manual_Count
ATT-20240412-MH_G-BRE,2024-04-12,MH_G,Breakfast,300,162,54.0,,162.0,138,116.0,35.0,11.0,0.716,False,True,False,Manual_Count
ATT-20240412-MH_G-LUN,12/04/2024,MH_G,Lunch,300,265,88.33,,265.0,35,190.0,57.0,18.0,0.717,True,True,False,Manual_Count
ATT-20240412-MH_G-SNA,2024-04-12,MH_G,Snacks,300,144,48.0,,144.0,156,103.0,31.0,10.0,0.715,True,True,False,Token_System
ATT-20240412-MH_G-DIN,2024-04-12,MH_G,Dinner,300,254,84.67,,254.0,46,146.0,84.0,24.0,0.575,False,False,False,Manual_Count
ATT-20240413-MH_A-BRE,13/04/2024,MH_A,Breakfast,450,202,44.89,202.0,,248,115.0,67.0,20.0,0.569,False,False,False,Manual_Count
ATT-20240413-MH_A-LUN,2024-04-13,MH_A,Lunch,450,265,58.89,265.0,,185,151.0,88.0,26.0,0.57,True,True,False,Biometric
ATT-20240413-MH_A-SNA,2024-04-13,MH_A,Snacks,450,122,27.11,122.0,,328,69.0,40.0,13.0,0.566,True,True,False,Biometric
ATT-20240413-MH_A-DIN,2024-04-13,MH_A,Dinner,450,285,63.33,285.0,,165,162.0,95.0,28.0,0.568,False,True,False,Biometric
ATT-20240413-MH_B-BRE,"April 13, 2024",MH_B,Breakfast,450,159,35.33,159.0,,291,90.0,53.0,16.0,0.566,True,True,False,Biometric
ATT-20240413-MH_B-LUN,2024-04-13,MH_B,Lunch,450,264,58.67,264.0,,186,150.0,88.0,26.0,0.568,True,True,False,Biometric
ATT-20240413-MH_B-SNA,13/04/2024,MH_B,Snacks,450,130,28.89,130.0,,320,74.0,43.0,13.0,0.569,False,True,False,Biometric
ATT-20240413-MH_B-DIN,"April 13, 2024",MH_B,Dinner,450,239,53.11,239.0,,211,136.0,80.0,23.0,0.569,True,False,False,Biometric
ATT-20240413-MH_G-BRE,"April 13, 2024",MH_G,Breakfast,300,126,42.0,,126.0,174,90.0,27.0,9.0,0.714,True,True,False,Biometric
ATT-20240413-MH_G-LUN,13/04/2024,MH_G,Lunch,300,214,71.33,,214.0,86,154.0,46.0,14.0,0.72,False,True,False,Biometric
ATT-20240413-MH_G-SNA,2024-04-13,MH_G,Snacks,300,75,25.0,,75.0,225,54.0,16.0,5.0,0.72,False,True,False,Biometric
ATT-20240413-MH_G-DIN,"April 13, 2024",MH_G,Dinner,300,193,64.33,,193.0,107,138.0,42.0,13.0,0.715,True,True,False,Biometric
ATT-20240414-MH_A-BRE,2024-04-14,MH_A,Breakfast,450,219,48.67,219.0,,231,124.0,73.0,22.0,0.566,True,True,False,Biometric
ATT-20240414-MH_A-LUN,2024-04-14,MH_A,Lunch,450,349,77.56,349.0,,101,198.0,117.0,34.0,0.567,True,True,False,Manual_Count
ATT-20240414-MH_A-SNA,"April 14, 2024",MH_A,SNACKS,450,140,31.11,140.0,,310,79.0,46.0,15.0,0.564,False,True,False,Biometric
ATT-20240414-MH_A-DIN,2024-04-14,MH_A,Dinner,450,339,75.33,339.0,,111,193.0,113.0,33.0,0.569,True,True,False,Biometric
ATT-20240414-MH_B-BRE,2024-04-14,MH_B,Breakfast,450,252,56.0,252.0,,198,143.0,84.0,25.0,0.567,True,True,False,Manual_Count
ATT-20240414-MH_B-LUN,14/04/2024,MH_B,Lunch,450,357,79.33,357.0,,93,203.0,119.0,35.0,0.569,True,True,False,Token_System
ATT-20240414-MH_B-SNA,14/04/2024,MH_B,Snacks,450,165,36.67,165.0,,285,94.0,55.0,16.0,0.57,False,True,False,Manual_Count
ATT-20240414-MH_B-DIN,2024-04-14,MH_B,Dinner,450,325,72.22,325.0,,125,185.0,109.0,31.0,0.569,True,True,False,Biometric
ATT-20240414-MH_G-BRE,"April 14, 2024",MH_G,Breakfast,300,166,55.33,,166.0,134,119.0,36.0,11.0,0.717,True,True,False,Manual_Count
ATT-20240414-MH_G-LUN,2024-04-14,MH_G,Lunch,300,250,83.33,,250.0,50,180.0,54.0,16.0,0.72,False,True,False,Biometric
ATT-20240414-MH_G-SNA,14/04/2024,MH_G,Snacks,300,125,41.67,,125.0,175,90.0,27.0,8.0,0.72,True,True,False,Biometric
ATT-20240414-MH_G-DIN,14/04/2024,MH_G,Dinner,300,237,79.0,,237.0,63,170.0,51.0,16.0,0.717,False,True,False,Manual_Count
ATT-20240415-MH_A-BRE,2024-04-15,MH_A,Breakfast,450,203,45.11,203.0,,247,115.0,68.0,20.0,0.567,False,True,False,Manual_Count
ATT-20240415-MH_A-LUN,"April 15, 2024",MH_A,Lunch,450,370,82.22,370.0,,80,210.0,124.0,36.0,0.568,False,True,False,Manual_Count
ATT-20240415-MH_A-SNA,"April 15, 2024",MH_A,Snacks,450,175,38.89,175.0,,275,99.0,58.0,18.0,0.566,True,False,False,Biometric
ATT-20240415-MH_A-DIN,2024-04-15,MH_A,Dinner,450,301,66.89,301.0,,149,171.0,100.0,30.0,0.568,True,False,False,Biometric
ATT-20240415-MH_B-BRE,2024-04-15,MH_B,Breakfast,450,245,54.44,245.0,,205,139.0,82.0,24.0,0.567,False,True,False,Manual_Count
ATT-20240415-MH_B-LUN,15/04/2024,MH_B,Lnch,450,370,82.22,370.0,,80,210.0,124.0,36.0,0.568,True,True,False,Biometric
ATT-20240415-MH_B-SNA,2024-04-15,MH_B,Snacks,450,180,40.0,180.0,,270,102.0,60.0,18.0,0.567,False,True,False,Manual_Count
ATT-20240415-MH_B-DIN,2024-04-15,MH_B,Dinner,450,318,70.67,318.0,,132,181.0,106.0,31.0,0.569,False,True,False,Biometric
ATT-20240415-MH_G-BRE,15/04/2024,MH_G,Breakfast,300,165,55.0,,165.0,135,118.0,36.0,11.0,0.715,True,False,False,Biometric
ATT-20240415-MH_G-LUN,"April 15, 2024",MH_G,Lunch,300,270,90.0,,270.0,30,194.0,58.0,18.0,0.719,True,True,False,Token_System
ATT-20240415-MH_G-SNA,15/04/2024,MH_G,Snacks,300,112,37.33,,112.0,188,80.0,24.0,8.0,0.714,True,True,False,Manual_Count
ATT-20240415-MH_G-DIN,2024-04-15,MH_G,Dinner,300,214,71.33,,214.0,86,154.0,46.0,14.0,0.72,True,True,False,Token_System
ATT-20240416-MH_A-BRE,16/04/2024,MH_A,Breakfast,450,219,48.67,219.0,,231,124.0,73.0,22.0,0.566,True,True,False,Biometric
ATT-20240416-MH_A-LUN,16/04/2024,MH_A,Lunch,450,331,73.56,331.0,,119,188.0,111.0,32.0,0.568,False,True,False,Manual_Count
ATT-20240416-MH_A-SNA,2024-04-16,MH_A,Snacks,450,139,30.89,139.0,,311,79.0,46.0,14.0,0.568,False,False,False,Biometric
ATT-20240416-MH_A-DIN,2024-04-16,MH_A,Dinner,450,340,75.56,340.0,,110,193.0,114.0,33.0,0.568,True,True,False,Biometric
ATT-20240416-MH_B-BRE,2024-04-16,MH_B,Breakfast,450,180,40.0,180.0,,270,102.0,60.0,18.0,0.567,True,True,False,Biometric
ATT-20240416-MH_B-LUN,2024-04-16,MH_B,Lunch,450,378,84.0,378.0,,72,215.0,126.0,37.0,0.569,False,True,False,Biometric
ATT-20240416-MH_B-SNA,2024-04-16,MH_B,Snacks,450,155,34.44,155.0,,295,88.0,51.0,16.0,0.568,True,True,False,Manual_Count
ATT-20240416-MH_B-DIN,"April 16, 2024",MH_B,Dinner,450,282,62.67,282.0,,168,160.0,94.0,28.0,0.567,False,True,False,Biometric
ATT-20240416-MH_G-BRE,16/04/2024,MH_G,Breakfast,300,161,53.67,,161.0,139,115.0,35.0,11.0,0.714,True,True,False,Biometric
ATT-20240416-MH_G-LUN,"April 16, 2024",MH_G,Lunch,300,222,74.0,,222.0,78,159.0,48.0,15.0,0.716,True,False,False,Biometric
ATT-20240416-MH_G-SNA,2024-04-16,MH_G,Snacks,300,101,33.67,,101.0,199,72.0,22.0,7.0,0.713,True,True,False,Biometric
ATT-20240416-MH_G-DIN,2024-04-16,MH_G,Dinner,300,232,77.33,,232.0,68,167.0,50.0,15.0,0.72,True,True,False,Biometric
ATT-20240417-MH_A-BRE,2024-04-17,MH_A,Breakfast,450,252,56.0,252.0,,198,143.0,84.0,25.0,0.567,False,True,False,Biometric
ATT-20240417-MH_A-LUN,2024-04-17,MH_A,Lunch,450,359,79.78,359.0,,91,204.0,120.0,35.0,0.568,False,True,False,Token_System
ATT-20240417-MH_A-SNA,2024-04-17,MH_A,Snacks,450,144,32.0,144.0,,306,82.0,48.0,14.0,0.569,False,False,False,Biometric
ATT-20240417-MH_A-DIN,2024-04-17,MH_A,Dinner,450,297,66.0,297.0,,153,169.0,99.0,29.0,0.569,True,True,False,Biometric
ATT-20240417-MH_B-BRE,2024-04-17,MH_B,Breakfast,450,228,50.67,228.0,,222,129.0,76.0,23.0,0.566,False,True,False,Biometric
ATT-20240417-MH_B-LUN,2024-04-17,MH_B,Lunch,450,379,84.22,379.0,,71,216.0,127.0,36.0,0.57,True,True,False,Manual_Count
ATT-20240417-MH_B-SNA,2024-04-17,MH_B,Snacks,450,212,47.11,212.0,,238,120.0,71.0,21.0,0.566,True,False,False,Biometric
ATT-20240417-MH_B-DIN,2024-04-17,MH_B,Dinner,450,335,74.44,335.0,,115,190.0,112.0,33.0,0.567,False,False,False,Biometric
ATT-20240417-MH_G-BRE,2024-04-17,MH_G,Breakfast,300,178,59.33,,178.0,122,128.0,38.0,12.0,0.719,False,True,False,Biometric
ATT-20240417-MH_G-LUN,2024-04-17,MH_G,Lunch,300,249,83.0,,249.0,51,179.0,54.0,16.0,0.719,True,True,False,Biometric
ATT-20240417-MH_G-SNA,2024-04-17,MH_G,Snacks,300,96,32.0,,96.0,204,69.0,20.0,7.0,0.719,True,True,False,Biometric
ATT-20240417-MH_G-DIN,2024-04-17,MH_G,Dinner,300,246,82.0,,246.0,54,177.0,53.0,16.0,0.72,True,True,False,Biometric
ATT-20240418-MH_A-BRE,2024-04-18,MH_A,Breakfast,450,216,48.0,216.0,,234,123.0,72.0,21.0,0.569,False,True,False,Biometric
ATT-20240418-MH_A-LUN,"April 18, 2024",MH_A,Lunch,450,407,90.44,407.0,,43,231.0,136.0,40.0,0.568,False,False,False,Biometric
ATT-20240418-MH_A-SNA,18/04/2024,MH_A,Snacks,450,205,45.56,205.0,,245,116.0,68.0,21.0,0.566,False,True,False,Biometric
ATT-20240418-MH_A-DIN,18/04/2024,MH_A,Dinner,450,316,70.22,316.0,,134,180.0,105.0,31.0,0.57,True,False,False,Biometric
ATT-20240418-MH_B-BRE,2024-04-18,MH_B,Breakfast,450,200,44.44,200.0,,250,113.0,67.0,20.0,0.565,False,True,False,Manual_Count
ATT-20240418-MH_B-LUN,2024-04-18,MH_B,Lunch,450,356,79.11,356.0,,94,202.0,119.0,35.0,0.567,True,True,False,Biometric
ATT-20240418-MH_B-SNA,2024-04-18,MH_B,Snacks,450,189,42.0,189.0,,261,107.0,63.0,19.0,0.566,True,True,False,Manual_Count
ATT-20240418-MH_B-DIN,2024-04-18,MH_B,Dinner,450,307,68.22,307.0,,143,174.0,102.0,31.0,0.567,True,True,False,Biometric
ATT-20240418-MH_G-BRE,2024-04-18,MH_G,Breakfast,300,172,57.33,,172.0,128,123.0,37.0,12.0,0.715,True,True,False,Manual_Count
ATT-20240418-MH_G-LUN,"April 18, 2024",MH_G,Lunch,300,244,81.33,,244.0,56,175.0,53.0,16.0,0.717,True,True,False,Biometric
ATT-20240418-MH_G-SNA,18/04/2024,MH_G,Snacks,300,107,35.67,,107.0,193,77.0,23.0,7.0,0.72,False,True,False,Token_System
ATT-20240418-MH_G-DIN,"April 18, 2024",MH_G,Dinner,300,218,72.67,,218.0,82,156.0,47.0,15.0,0.716,False,True,False,Biometric
ATT-20240419-MH_A-BRE,19/04/2024,MH_A,Breakfast,450,271,60.22,271.0,,179,154.0,90.0,27.0,0.568,False,True,False,Manual_Count
ATT-20240419-MH_A-LUN,"April 19, 2024",MH_A,Lunch,450,363,80.67,363.0,,87,206.0,121.0,36.0,0.567,True,True,False,Token_System
ATT-20240419-MH_A-SNA,2024-04-19,MH_A,Snacks,450,141,31.33,141.0,,309,80.0,47.0,14.0,0.567,True,True,False,Manual_Count
ATT-20240419-MH_A-DIN,2024-04-19,MH_A,Dinner,450,324,72.0,324.0,,126,147.0,137.0,40.0,0.454,True,True,False,Biometric
ATT-20240419-MH_B-BRE,2024-04-19,MH_B,Breakfast,450,215,47.78,215.0,,235,122.0,72.0,21.0,0.567,True,False,False,Biometric
ATT-20240419-MH_B-LUN,2024-04-19,MH_B,Lunch,450,384,85.33,384.0,,66,218.0,128.0,38.0,0.568,False,True,False,Token_System
ATT-20240419-MH_B-SNA,"April 19, 2024",MH_B,Snacks,450,155,34.44,155.0,,295,88.0,51.0,16.0,0.568,True,True,False,Biometric
ATT-20240419-MH_B-DIN,2024-04-19,MH_B,Dinner,450,309,68.67,309.0,,141,140.0,131.0,38.0,0.453,False,True,False,Biometric
ATT-20240419-MH_G-BRE,2024-04-19,MH_G,Breakfast,300,158,52.67,,158.0,142,113.0,34.0,11.0,0.715,False,False,False,Biometric
ATT-20240419-MH_G-LUN,"April 19, 2024",MH_G,Lunch,300,258,86.0,,258.0,42,185.0,56.0,17.0,0.717,False,False,False,Manual_Count
ATT-20240419-MH_G-SNA,2024-04-19,MH_G,Snacks,300,138,46.0,,138.0,162,99.0,30.0,9.0,0.717,False,True,False,Biometric
ATT-20240419-MH_G-DIN,2024-04-19,MH_G,Dinner,300,236,78.67,,236.0,64,135.0,78.0,23.0,0.572,True,True,False,Biometric
ATT-20240420-MH_A-BRE,2024-04-20,MH_A,Breakfast,450,214,47.56,214.0,,236,121.0,71.0,22.0,0.565,False,False,False,Token_System
ATT-20240420-MH_A-LUN,2024-04-20,MH_A,Lunch,450,312,69.33,312.0,,138,177.0,104.0,31.0,0.567,True,True,False,Biometric
ATT-20240420-MH_A-SNA,2024-04-20,MH_A,Snacks,450,119,26.44,119.0,,331,67.0,39.0,13.0,0.563,True,True,False,Biometric
ATT-20240420-MH_A-DIN,2024-04-20,MH_A,Dinner,450,231,51.33,231.0,,219,131.0,77.0,23.0,0.567,True,True,False,Biometric
ATT-20240420-MH_B-BRE,2024-04-20,MH_B,Breakfast,450,194,43.11,194.0,,256,110.0,65.0,19.0,0.567,True,True,False,Biometric
ATT-20240420-MH_B-LUN,2024-04-20,MH_B,Lunch,450,291,64.67,291.0,,159,165.0,97.0,29.0,0.567,True,True,False,Biometric
ATT-20240420-MH_B-SNA,"April 20, 2024",MH_B,Snacks,450,128,28.44,128.0,,322,72.0,42.0,14.0,0.562,True,True,False,Biometric
ATT-20240420-MH_B-DIN,2024-04-20,MH_B,Dinner,450,256,56.89,256.0,,194,145.0,85.0,26.0,0.566,True,True,False,Biometric
ATT-20240420-MH_G-BRE,"April 20, 2024",MH_G,Breakfast,300,142,47.33,,142.0,158,102.0,31.0,9.0,0.718,False,True,False,Biometric
ATT-20240420-MH_G-LUN,"April 20, 2024",MH_G,Lunch,300,205,68.33,,205.0,95,147.0,44.0,14.0,0.717,True,True,False,Biometric
ATT-20240420-MH_G-SNA,"April 20, 2024",MH_G,Snacks,300,101,33.67,,101.0,199,72.0,22.0,7.0,0.713,True,True,False,Biometric
ATT-20240420-MH_G-DIN,2024-04-20,MH_G,dinner,300,191,63.67,,191.0,109,137.0,41.0,13.0,0.717,True,False,False,Manual_Count
ATT-20240421-MH_A-BRE,21/04/2024,MH_A,breakfast,450,228,50.67,228.0,,222,129.0,76.0,23.0,0.566,True,False,False,Manual_Count
ATT-20240421-MH_A-LUN,2024-04-21,MH_A,Lunch,450,327,72.67,327.0,,123,186.0,109.0,32.0,0.569,False,True,False,Biometric
ATT-20240421-MH_A-SNA,2024-04-21,MH_A,Snacks,450,128,28.44,128.0,,322,72.0,42.0,14.0,0.562,True,False,False,Biometric
